gene,log2FoldChange,pvalue,padj
Rab31,0.043570989,0.056743107,0.077032795
Arhgap5,0.05398236,0.056800171,0.077104183
Foxn2,-0.054695746,0.056816077,0.077119693
Pcsk7,0.033452827,0.056840635,0.077146944
Rbm12,-0.063471995,0.056885136,0.077201256
Smim24,0.094393803,0.056975234,0.077317436
Hspa2,-0.053354931,0.057212089,0.077632736
Creg2,0.068340186,0.057388396,0.077865835
Slc43a2,-0.049422258,0.0574774,0.077980451
Sdf2,-0.046562607,0.057578952,0.078112072
C030010C08Rik,0.149474213,0.057599483,0.078133767
Afap1,0.054936816,0.057701941,0.078266583
Gm42984,0.12022568,0.057792822,0.078383678
Ephx1,0.095725526,0.057845732,0.078449257
Zfp879,0.068838976,0.057900646,0.078517545
Xkrx,0.131468139,0.057923947,0.078542956
Foxk1,-0.049627622,0.057952761,0.078575836
A830082N09Rik,-0.052925736,0.058031702,0.078676673
Brd3os,-0.036759914,0.058062401,0.078712094
Cth,-0.154853661,0.058129,0.078796173
Capn6,0.194925575,0.058207131,0.07889587
Bbln,-0.060419586,0.058224766,0.078913559
Smim14,-0.019296519,0.058258586,0.078950774
Tlk2,-0.027408829,0.058261396,0.078950774
Nckap5,0.063607179,0.058340773,0.079052115
Cog7,0.029055501,0.058438708,0.079172353
Ranbp3,-0.029940823,0.058438068,0.079172353
Cfap52,0.192617469,0.058563734,0.079335494
Ern1,0.050240305,0.058581433,0.079353225
Ccdc107,0.061362101,0.05868269,0.079484131
Rps29,-0.055578794,0.058691242,0.079489461
Cltc,-0.05955507,0.058711508,0.079510652
Gm14270,-0.163084596,0.058929323,0.079799352
Rpl36a-ps2,0.050606226,0.058952331,0.079824229
A430057M04Rik,-0.118603602,0.058964275,0.079832163
Eif3i,-0.043330376,0.058967466,0.079832163
Timeless,0.072776149,0.058988305,0.079854096
Snx20,0.098264808,0.059035612,0.079911852
Zfp277,-0.038613924,0.059064717,0.079944963
Clmp,-0.073803493,0.059144263,0.080046335
Clptm1l,0.020146383,0.059169237,0.080067546
Prmt8,-0.042311741,0.059168231,0.080067546
Pgam1-ps2,-0.109940501,0.059302011,0.080240907
Mprip,0.036732105,0.059481259,0.080477119
Gm56765,-0.082257669,0.05954068,0.080551184
Mxd3,-0.113232525,0.059584248,0.080603792
Gm18867,0.154718781,0.059591942,0.080607865
Rap2b,-0.037885868,0.059618313,0.080637199
Psen2,0.037325952,0.059794944,0.080869749
Appbp2,-0.040579348,0.059903312,0.081006062
Rplp1,-0.05755856,0.059905145,0.081006062
Trim11,-0.042615397,0.059956796,0.081069537
Gclm,-0.035988301,0.059975006,0.08108779
Plk5,-0.16375146,0.059991706,0.081102695
Zkscan1,0.064005576,0.059995452,0.081102695
Gm14418,0.114843547,0.060060591,0.081184375
Rexo1,-0.038358156,0.060099884,0.081231109
Myo1c,0.055797563,0.060156192,0.081300832
2310057M21Rik,-0.034137555,0.060230091,0.08139347
Gm37570,-0.127717113,0.060234194,0.08139347
Ifi27,0.076662513,0.060277431,0.081445502
Pcx,-0.044742973,0.06029687,0.081465373
Gm9800,-0.108338267,0.060568936,0.081826532
Elovl7,0.121813216,0.06058837,0.081846363
Cebpg,-0.034781891,0.060600555,0.0818564
Cyren,-0.071489235,0.060729938,0.082024728
Gabra2,-0.050921346,0.060851921,0.082183035
Gm10605,-0.092771485,0.060919739,0.082268056
Gm5540,0.272511007,0.060924432,0.082268056
Tmub1,-0.04519873,0.060933071,0.082273267
Iyd,-0.267832829,0.06095311,0.082293869
Mib1,0.050048982,0.061012604,0.082367733
Thoc2,-0.051409312,0.061041789,0.08240067
Sema4b,-0.055475415,0.061055093,0.082412168
Araf,0.028632777,0.061139203,0.082519228
Eml2,-0.046454078,0.061157769,0.082537816
Gm16199,-0.111549268,0.061180276,0.082561718
Pan2,0.058557686,0.061269661,0.08267586
Cldn12,-0.033101872,0.061319805,0.082737038
Gm54370,-0.120384548,0.061347536,0.082767967
Chd1,-0.053789609,0.061406287,0.082840739
2310010J17Rik,0.066635901,0.061504534,0.082966777
Clec16a,0.04253104,0.061561041,0.08302999
Poc1a,-0.127748901,0.061557138,0.08302999
Cspg4,0.058277305,0.061673832,0.083175598
Mrps16,0.050585397,0.061730889,0.083246027
Tkt,-0.031272568,0.061933695,0.083512973
Epm2a,0.046368153,0.061940762,0.083515962
Gipc3,-0.08428256,0.061954854,0.083528419
Cenpx,0.065289917,0.062048965,0.08364875
Srrd,-0.041523629,0.062061471,0.083659057
Rmdn2,0.055558846,0.062096942,0.083700318
Thbs3,0.109218346,0.062122094,0.083727664
Vipas39,-0.019807528,0.06233619,0.084009644
Pdik1l,-0.036656831,0.062351666,0.084023921
Hs6st1,0.045559823,0.062438269,0.08413404
Radx,-0.135569114,0.062475513,0.084177637
Aar2,-0.029017586,0.062672494,0.084436434
Hars2,0.035484522,0.062700302,0.084467288
Sqle,0.082077582,0.062741208,0.084515781
Adam19,-0.055036683,0.062835625,0.084636341
Skic2,0.04537677,0.062850226,0.084649385
Asah2,-0.05316038,0.063032486,0.084888219
Gm56716,0.265227732,0.063180467,0.085080854
AA465934,0.349955394,0.063265888,0.085189221
Sacs,-0.090179291,0.063274035,0.085193527
Mmp9,0.115528226,0.063346814,0.085284847
Gm6382,-0.053759445,0.063611758,0.085634848
Tafa2,-0.050261448,0.063626849,0.085648466
Kbtbd6,0.083661999,0.063632497,0.085649371
Gm11353,-0.17666598,0.063771653,0.085829963
Osbp,-0.028436984,0.063825171,0.085895277
Cntn3,0.054580248,0.063837483,0.085905131
Oga,0.042647451,0.063875185,0.085949147
Tvp23bos,0.243169078,0.064028043,0.086148096
Gm18342,0.121653214,0.06403839,0.086155283
2900093K20Rik,-0.105239292,0.064084918,0.086211142
Gm16425,-0.096124331,0.064154404,0.08629464
Mtor,-0.046383091,0.064157012,0.08629464
Cfap65,0.180886274,0.064178647,0.086316996
Gm44878,0.099713745,0.064323498,0.086505054
Ppp4r1l-ps,-0.063737421,0.064364903,0.086553975
Gm55094,-0.209391476,0.064443882,0.086653412
Gm8099,0.112107595,0.06450628,0.08673054
Gm26826,0.195337423,0.064523764,0.086747272
Aimp1,-0.03869802,0.064564507,0.08679527
Septin2,0.107167031,0.064588229,0.086820379
Prkra,0.03475501,0.064609053,0.08684159
A230057D06Rik,0.111025598,0.064623257,0.086847118
Gm11971,-0.071002623,0.064618602,0.086847118
Mideas,-0.058755524,0.064710777,0.086957948
Prune2,-0.051710456,0.064765684,0.087024938
Cdc16,-0.027478871,0.064877381,0.08716822
Garnl3,0.058966797,0.06489662,0.087187264
Adissp,-0.04940794,0.064917449,0.087208442
Gm13803,-0.071585753,0.065021845,0.087341868
Slc38a1,-0.061333392,0.065128256,0.08747798
Prdx2-ps1,-0.040878768,0.065234285,0.087613559
Stra6,0.111919158,0.065358146,0.087773064
Akap8l,-0.078844516,0.065364212,0.087774362
Rpl6,0.038530635,0.06543892,0.087867829
Tent2-ps1,-0.111777453,0.065459191,0.087888192
Wnk2,0.049506513,0.06546799,0.087893151
Spaca6,0.122362285,0.06550884,0.087941135
Cdkn1c,0.182254105,0.06553204,0.087965419
2310058D17Rik,-0.078121373,0.065612134,0.088066065
Erg28,-0.041772141,0.065685661,0.088157879
Gm6560,-0.099094174,0.065736428,0.088219138
Adamtsl5,0.072518076,0.065752898,0.088234361
Gm8615,-0.097445263,0.065767936,0.088247661
Hexim2,-0.047708569,0.065848065,0.088348293
Cnbd2,0.058255423,0.065888514,0.088395673
Arrdc3,-0.046878671,0.065942586,0.088461321
ENSMUSG00000116029,-0.115925557,0.065959659,0.08847733
Chd3,-0.048514645,0.065977878,0.088494873
Gm20008,-0.073444606,0.06605751,0.088594778
Plekha5,-0.036752806,0.066091208,0.088633068
Dnaaf9,0.035450561,0.066141513,0.08869362
Syngap1,-0.057953264,0.066191683,0.088753983
Nbr1,-0.02676067,0.066379467,0.088998843
Gm5560,-0.058239564,0.066397266,0.089015774
Nfasc,0.057891717,0.06645653,0.089088288
Gm9917,0.110889572,0.066477505,0.089109466
Gm15672,0.093802453,0.066501924,0.089135258
Fgf1,-0.105164566,0.066596684,0.089255319
Pierce1,-0.139337821,0.066649836,0.089319601
U2af1,-0.041720711,0.066665136,0.089333151
Igfbp2,0.267150474,0.066709478,0.089385612
Pop7,0.048687403,0.066725486,0.089400103
Snx10,-0.041400399,0.066773356,0.089457276
Alg10b,-0.050341002,0.066920892,0.089647957
Bc1,-0.373367052,0.066947797,0.089672804
Gm17491,0.122329724,0.066949859,0.089672804
Gm11405,-0.117474456,0.067018889,0.089758279
Syap1,0.032849982,0.067046143,0.089787794
Arl4a,0.039185657,0.067052754,0.089789663
Sema3e,-0.079411633,0.067143926,0.089904756
Alyref2,0.063774525,0.067257082,0.090049265
Gpaa1,0.039129924,0.067273739,0.090064562
Naa40,0.051031986,0.067309172,0.090104992
Dele1,0.031154166,0.067333991,0.090131206
Trappc6a,0.091103889,0.067390826,0.09020027
Tenm1,-0.103646973,0.067504854,0.090345868
Elp2,-0.021818704,0.067589295,0.090451848
Syn1,-0.050076153,0.067711659,0.090608559
Rab33a,-0.045038627,0.067724802,0.090619101
Gstp2,0.169190094,0.067748003,0.0906431
Dmxl2,-0.064897041,0.067868702,0.090797532
H3f5,0.145044611,0.067897687,0.090829249
Msl3l2,0.031279259,0.067947149,0.090888354
Nt5e,0.08892899,0.068013165,0.09096959
Ell,-0.031067738,0.068098274,0.091076349
Gm57461,-0.060506371,0.068139117,0.091123893
Acat1,0.027747909,0.068163756,0.091142638
Ankrd24,-0.049753154,0.068168048,0.091142638
Gm13034,-0.120358604,0.068169017,0.091142638
Ykt6,0.026396827,0.068177575,0.091147
Ric1,0.051728518,0.068242302,0.09122645
2900064F13Rik,0.094533252,0.068272037,0.091259112
Bcas1,0.067222805,0.068359417,0.091368818
Zbtb10,-0.063629282,0.068380501,0.091389902
Tcea2,0.058712602,0.068425281,0.091442651
Gm15559,0.064943603,0.068447465,0.091465197
Mars2,0.045715026,0.068476612,0.091497042
Galk2,-0.037687068,0.068540878,0.091575805
Zfp473,-0.11734229,0.068556483,0.091589546
Rab42,0.145275351,0.068665296,0.091727798
Gm56786,0.104615927,0.068695375,0.091753739
Meaf6,0.027282787,0.068690666,0.091753739
Gpr135,-0.034652394,0.06881999,0.09190592
Tmem52,0.200001958,0.068818651,0.09190592
Pgap2,0.053707934,0.068893435,0.091996865
Pik3r4,0.036000574,0.069003162,0.092136242
Orc6,-0.040929471,0.06901615,0.092146436
Gpr19,-0.037465853,0.069071259,0.092212862
Ces5a,-0.203725496,0.069102867,0.092247906
Apoo,-0.041633041,0.069251772,0.092439517
Gm14164,-0.201794108,0.069323704,0.092528359
Zfp748,-0.040258759,0.069394608,0.092615816
Bfsp1,0.128824518,0.069650348,0.092949926
Tpp2,-0.049135689,0.069722521,0.09303903
Znhit1,-0.048163439,0.069732384,0.093044977
Atg10,0.051754269,0.069738966,0.093046547
D030055H07Rik,0.145408277,0.069887792,0.093237886
Gm14827,-0.180810809,0.069896308,0.093242022
Mrto4-ps1,-0.091729681,0.069960975,0.093321056
Flt1,0.044528823,0.070012153,0.093382086
Sgsm3,0.038731561,0.070198076,0.093622816
Adgrd1,0.169062085,0.070313915,0.093770044
Kdm6a,0.039633477,0.070365707,0.093831844
Mmut,0.066451588,0.070409399,0.093882835
Pcdhga2,-0.071100794,0.070471252,0.09395803
Tanc2,-0.073807895,0.070548311,0.094053487
Gpm6a,-0.046477985,0.070785412,0.094362277
Cep95,0.063521327,0.070852763,0.094444746
Pcdhga4,0.062880425,0.070875501,0.094467741
Spice1,-0.036525003,0.07098618,0.094607936
Vps37c,-0.032869299,0.071033959,0.094664285
Vmn2r87,0.140122002,0.071065312,0.094698737
Pa2g4,0.024668008,0.071128073,0.094775033
Casp8ap2,-0.051642169,0.07120734,0.094873309
Nxph2,0.118805136,0.071272328,0.094952547
Nsun6,0.04192895,0.071303865,0.09498721
Ddx56,0.028494213,0.071322039,0.095004068
Zfp81,0.048407757,0.071370428,0.095061168
Gm7785,0.061284947,0.071380434,0.09506714
AW146154,0.048016452,0.071441876,0.09514161
Nbas,-0.040527161,0.071536655,0.095260461
Wdr41,-0.020322381,0.071595761,0.095331793
Gm16372,-0.246669967,0.071622946,0.095360615
Pcnx3,0.037985264,0.07171989,0.095482303
Slc35g3,0.141975745,0.071760233,0.095528624
Mfsd2b,0.118049648,0.07179626,0.095569194
H2ac25,-0.048720152,0.071814186,0.095579076
Ttf1,-0.043622403,0.071814789,0.095579076
Crnkl1,-0.029935943,0.071826333,0.09558705
Zfp715,-0.04089763,0.071848123,0.095608657
A330074K22Rik,0.090570605,0.071916606,0.09569239
Chchd2,-0.074154366,0.0719765,0.095764683
Rin1,-0.039475818,0.072014442,0.09580776
Dpysl5,0.057995768,0.072210412,0.096061054
Fbxw10,0.152684234,0.07223471,0.096085952
Gm47467,-0.079179285,0.072280919,0.096139989
Eif4a1,-0.041184369,0.072297393,0.096154471
Gm5873,0.099426877,0.072317505,0.096173789
Zfp768,0.045153575,0.072373551,0.096240889
Thop1,0.036037657,0.072383753,0.096247021
Metrn,-0.060676561,0.072415102,0.096281267
Kcna5,0.138630317,0.072516365,0.096408457
1700056N10Rik,0.074725323,0.072592068,0.096494197
Ankrd40,0.023653268,0.072589746,0.096494197
Serpinh1,0.10067634,0.072658499,0.096575045
Gramd2a,-0.057762211,0.072688963,0.096608076
Zfp280c,0.065878658,0.073114149,0.097165673
Gm9294,0.113339495,0.073149168,0.097204707
Gm9517,-0.117834568,0.073246827,0.097319457
Tmem63a,0.065106409,0.073244619,0.097319457
Gm7367,-0.071956301,0.073280733,0.097356991
Ceacam2,0.274467776,0.073396248,0.097502934
Gm8717,-0.108508998,0.073559714,0.097712548
Sumo2,0.027974804,0.073580477,0.097732587
Samd1,-0.056973568,0.073606683,0.097759852
Tmem234,0.037161492,0.073668402,0.097834275
Hbegf,-0.086528159,0.073760093,0.097948487
Gm7206,-0.136657039,0.073953018,0.098197104
Zfp729a,0.044869941,0.074043875,0.098310163
Anks4b,0.133441172,0.074055131,0.098317524
Gm4211,-0.142871318,0.074063011,0.098320403
Ubap2l,0.037072229,0.074103395,0.098366428
Dennd2d,-0.137698593,0.074157285,0.098430372
Nufip1,-0.030176935,0.07424173,0.09853486
Gm13552,0.101366545,0.074265567,0.098558898
Pcdha7,0.100954574,0.074431933,0.09876633
Rhpn2,-0.073381956,0.074433345,0.09876633
Serpinb9,0.062678415,0.074449563,0.098780236
Atp6v0b,-0.041225366,0.074535628,0.098879185
Scyl2,0.032358986,0.074535556,0.098879185
Rcor3,0.03459541,0.074764539,0.099175216
Prr3,-0.041622879,0.074837253,0.099264022
Nutf2-ps1,-0.106020016,0.075013562,0.099490212
Pstpip2,-0.082202851,0.075083455,0.099575239
Otof,-0.152953134,0.075114455,0.099608677
Adamts1,-0.084944167,0.075136325,0.099630004
Usp11,-0.03088984,0.075272873,0.099803376
Rnft1,0.051236153,0.075304897,0.099830459
Tgoln1,-0.033920953,0.075299812,0.099830459
Gm12919,0.155662038,0.075320617,0.099843609
Polr1d,-0.040540887,0.075349376,0.09987404
Gm49012,-0.144115139,0.075435082,0.099972246
Zfp646,0.042617893,0.075433332,0.099972246
Gm10433,0.124503123,0.075466856,0.100006655
Pcdha3,-0.072466875,0.075474282,0.100008798
Llph-ps2,-0.082399916,0.075524684,0.100067881
Rassf3,0.057828134,0.075541591,0.100082578
Tle1,0.034745262,0.075780094,0.100390837
Itpa-ps1,-0.087640128,0.075885546,0.1005228
Gmnn,0.109222937,0.075895686,0.100528496
Slc25a17,0.084894149,0.075929821,0.100565973
Gm20632,0.082912194,0.076071272,0.100745567
Hpcal4,-0.038241784,0.076121344,0.100804125
Gm14295,-0.222753661,0.076133474,0.100812432
Gm6685,-0.084203424,0.076163515,0.100844454
Gm6055,-0.044339314,0.076234614,0.100930829
Macroh2a2,-0.043718663,0.07657463,0.101373197
Cdc5lrt4,-0.110739694,0.076657748,0.101475429
Cox16,-0.057336717,0.076710578,0.101537553
Casp9,-0.100781856,0.076796986,0.101644112
Arxes2,-0.057899571,0.07685646,0.101715007
Nphs1,-0.103557019,0.076867152,0.101721337
Fam216a,-0.03093831,0.076911531,0.101772241
Krtcap3,-0.089817264,0.076998491,0.101879479
Psma2,-0.034664826,0.07713965,0.102058407
Cdh4,0.07179679,0.077257864,0.102206952
Gm43481,0.157631673,0.077290545,0.102234473
Gm57059,0.110372999,0.077284662,0.102234473
Foxo3,0.046006158,0.077383551,0.102341768
Igf2r,0.05973363,0.077381535,0.102341768
Chd9,-0.064108055,0.077414566,0.102374921
Lims1,0.036100592,0.077443131,0.102404828
Zfp853,0.076081046,0.077657145,0.102679936
Kdm5d,0.054070912,0.077802333,0.102864006
Ywhae,-0.028278322,0.077810799,0.102867298
Gm17082,-0.151225511,0.077917041,0.102991932
Mark4,-0.044353548,0.07791506,0.102991932
Gm3888,0.130513521,0.077944281,0.103020028
Xkr8,0.05167649,0.078214739,0.103369559
Tubg2,-0.04374703,0.078285801,0.103455533
Gm32926,-0.11451842,0.07831212,0.10348237
Plekhb2,0.020777961,0.078614543,0.103874021
Gm4335,-0.186393145,0.078691609,0.103967868
Ptchd4,-0.104638838,0.078828229,0.104140379
Sf3b2,-0.02290413,0.078864789,0.104180682
Gm49204,0.172846906,0.078888034,0.104203392
Abcc6,0.113742798,0.079115461,0.104495783
Chmp2b,-0.033379878,0.079247952,0.104662747
Tfdp2,-0.038056203,0.079258128,0.104668156
Vegfc,0.072733742,0.079386161,0.104829194
Btbd17,0.064378152,0.079422424,0.104869035
Csnk1e,-0.026435573,0.079507981,0.104973952
4930525G20Rik,-0.093547281,0.079578959,0.105059606
Rpl35rt,-0.055344754,0.07980732,0.105353007
Izumo4,-0.082286095,0.080108049,0.105741887
Cyb5d2,0.036464997,0.080151697,0.10579139
A330084C13Rik,0.091193649,0.080292131,0.105968622
Gm7407,0.100199909,0.080306852,0.105979926
Wfs1,-0.087063203,0.080443215,0.106151744
Gm42894,-0.166776866,0.080482482,0.106191984
Nup214,0.042859783,0.080486047,0.106191984
Zfp160,-0.041799253,0.080955269,0.106802881
Fbxl22,0.122297856,0.081000865,0.106854847
Casp2,0.037576253,0.081079065,0.10694981
Cdan1,-0.038612292,0.081178433,0.10707268
Tarbp2,-0.055875445,0.081244393,0.107151469
Rpl9,-0.055314332,0.081261918,0.107166372
Gm21984,-0.074638356,0.081329578,0.107247385
Arfrp1,-0.028300505,0.08151391,0.107482225
Ccdc103,0.074945939,0.081521469,0.107483959
Flad1,0.029130678,0.081595913,0.107572133
Trip12,-0.051502122,0.081600843,0.107572133
Synrg,-0.040321794,0.081688156,0.107678989
Atp13a4,0.053262407,0.081710077,0.107699638
Acan,0.12125074,0.081746564,0.107739481
Wdr83os,-0.045742622,0.081755944,0.107743593
Trpt1,-0.048193738,0.082233286,0.108364372
Grid2,0.066744639,0.082296737,0.108439685
Cox7b2,0.130149054,0.082377311,0.108537546
Gm15860,0.098205962,0.082474417,0.108657172
Zfp174,0.04364869,0.082564122,0.108767031
Msi2,-0.040791545,0.082665392,0.108892107
Pcdhgb8,0.405816376,0.082789662,0.109047459
A730065G17Rik,-0.111165812,0.082813445,0.109070439
Usf2,-0.031020677,0.08292444,0.109208271
Golph3l,0.026407328,0.082992545,0.109289602
Gm4596,-0.075078986,0.083131818,0.109464631
Frmpd1,0.047131753,0.083210158,0.109559405
Polrmt,-0.03232568,0.08322083,0.109565076
Grip1,-0.040644189,0.083294159,0.109653231
Sycp3,-0.126620699,0.083356522,0.109726938
Tc2n,-0.385257566,0.083442113,0.109831207
Dolk,0.02917097,0.083468034,0.109856927
Fam117a,-0.064191604,0.083520992,0.109918222
Gm56817,-0.106632369,0.083582696,0.109991019
Sun1,0.022381923,0.08363156,0.11004691
Rnf215,0.038707422,0.083729151,0.110166904
Adat1,-0.041449873,0.083752908,0.11018974
Gm18609,-0.069304562,0.084092655,0.110628273
Nsd3,-0.042990127,0.084217358,0.11078386
Appl2,0.046830464,0.084313849,0.11090033
Gjc3,0.05529514,0.084318782,0.11090033
Wars2,-0.055337876,0.084337491,0.110916462
Rbsn,-0.030476401,0.084344476,0.110917174
Chd2,-0.064531445,0.084533627,0.111157172
Gm7072,-0.052354939,0.084539892,0.111157172
1700064N11Rik,0.143810354,0.084576954,0.11119741
Mrto4,-0.040284161,0.084657618,0.111294963
Atp6ap1l,-0.192175352,0.084686568,0.11132452
Zfp692,0.102638888,0.084714987,0.111353374
Zfp563,-0.037836678,0.084756194,0.111399032
A830008E24Rik,-0.146235478,0.084892159,0.111569219
Afg1l,0.030829277,0.085064373,0.111787015
9430038I01Rik,0.068375173,0.085107395,0.111835015
Gm7353,-0.081655,0.085114668,0.111836035
H2af-ps2,0.114041835,0.085194892,0.111932902
Pik3cd,-0.046619074,0.085394912,0.112187134
Crebbp,-0.05190535,0.085441351,0.112239577
Cacul1,-0.042441942,0.085455081,0.112249048
Gab3,0.082391771,0.085523104,0.112329827
Disp2,-0.053787533,0.085538636,0.112341656
Caprin2,-0.065795442,0.085704094,0.112550372
Lemd2,0.041029743,0.085741197,0.112581919
Mdm4,-0.04009646,0.08574061,0.112581919
Rasa2,0.041947715,0.085791835,0.112639818
Ube2srt,-0.123198032,0.08592966,0.112812169
E4f1,-0.054963447,0.085992259,0.112885743
Sf3b1,0.035543903,0.086279653,0.113254381
Cfap92,0.209452437,0.086378657,0.113375692
Chek1,0.086338798,0.086443441,0.113452074
Gm49883,0.068432459,0.086676795,0.113748709
Usp12,-0.031518591,0.086682675,0.113748709
Brpf3,-0.034002971,0.086749969,0.113813069
Ptprt,-0.06490637,0.086751555,0.113813069
Spata9,0.059630132,0.086747483,0.113813069
Ctbp1,-0.021739269,0.086820718,0.113895125
Psmc6,-0.037545957,0.086855885,0.113932577
4930578M01Rik,0.072852657,0.086983962,0.114091887
Luc7l3,-0.047332486,0.087020305,0.114130859
Gm43690,-0.110565795,0.087062053,0.114168217
Tmem216,0.047908952,0.087057548,0.114168217
Rrp36,0.041121925,0.087185121,0.114320892
Ubald2,-0.059835854,0.087401108,0.114595375
Rrm2b,-0.044007105,0.08755476,0.114782477
Zfp652,-0.046462486,0.087557146,0.114782477
Snrpc,0.050163131,0.087619773,0.114855831
Gm43457,-0.076884177,0.087681865,0.114928473
Ifrd1,-0.059937713,0.087784605,0.115054377
Cluh,0.026832644,0.087834262,0.115110696
Mccc1os,-0.061924486,0.087969241,0.115278814
D930036K23Rik,-0.121664291,0.088055402,0.115374158
Mir6236,-0.181339026,0.088049235,0.115374158
Clpp,-0.039889448,0.088294668,0.11567885
Vstm2b,0.047927975,0.088328488,0.115714352
Ksr2,-0.067421654,0.088341946,0.115723176
Ccn1,0.171844084,0.088493565,0.115907358
Yif1b,0.044637716,0.088496015,0.115907358
Gtf3c4,-0.031940114,0.088566763,0.115991195
Gm43566,-0.130783454,0.088597826,0.116023049
Poli,0.076830136,0.088616464,0.116038628
Magt1,0.04514479,0.088636135,0.116055558
Exosc10,0.021481938,0.088744044,0.116179175
Slc6a15,-0.045583592,0.088739474,0.116179175
Cyp4x1os,0.133945718,0.088929072,0.116412551
Ptpmt1,0.041264036,0.088950903,0.116432274
B230219D22Rik,0.029336051,0.088991943,0.116466223
Klrg1,-0.148505596,0.088998341,0.116466223
Ttyh3,-0.042116409,0.089003902,0.116466223
Zfp740,-0.021485579,0.089002324,0.116466223
Slc6a9,0.047599976,0.089065736,0.116538277
Gm10073,-0.071263948,0.089186178,0.116687001
Ankfn1,0.159382918,0.089215385,0.116716343
Sec61g,-0.04659764,0.089442658,0.117004782
Romo1,-0.058641786,0.08959123,0.117190231
Ppp2r3c,-0.035511738,0.089646038,0.117253012
Elapor1,-0.036909093,0.089713473,0.117332299
Galm,0.08309786,0.089869541,0.117527485
Sltm,-0.041504701,0.089986567,0.117671587
Gm12696,-0.067411292,0.090063414,0.11776313
Cdc23,0.018025939,0.090159057,0.117879235
Bod1,-0.039745617,0.090229526,0.117953452
P2ry1,-0.180669656,0.090224981,0.117953452
Tm9sf4,-0.024441637,0.090249356,0.117970416
Tdrd5,-0.128313563,0.090386335,0.118140499
Rps2-ps13,-0.301044405,0.090474735,0.118247064
Polh,0.04115088,0.090499251,0.118270126
Gm13310,0.152965075,0.090564733,0.118346718
Mir124a-1hg,-0.155691749,0.090935995,0.11882285
Dct,0.154826336,0.091008383,0.11890841
Arl1,-0.032940326,0.091250835,0.119216141
Nme1,-0.041099384,0.091368036,0.119360201
Gm4895,-0.235798996,0.091376791,0.119362581
Tma7-ps,-0.050705944,0.091494344,0.119507067
Pnma8b,-0.043015839,0.091602076,0.119638705
Gm57081,0.09874613,0.09185812,0.119954914
Ttc27,0.033404409,0.091856336,0.119954914
P2rx5,0.099162173,0.09187538,0.119968352
Trps1,-0.065267762,0.091928396,0.120028474
Zfp324,-0.041752054,0.092071941,0.12020678
Zfp583,-0.039817938,0.092286271,0.120477466
Lad1,-0.122995253,0.092313408,0.120503753
Gm6652,-0.111191916,0.092397265,0.120604073
D330025C20Rik,-0.0865806,0.09240455,0.120604437
Actr3-ps,-0.089812071,0.092460706,0.120668582
Ccl27a,-0.098122647,0.092478616,0.120682806
Bptf,-0.058873438,0.093028291,0.121381718
Eif4g3,0.046475813,0.09302376,0.121381718
Gm28800,0.144817038,0.093044176,0.121393243
Smap1,-0.030972496,0.093081499,0.121432734
Tdrd7,-0.026586057,0.093125787,0.121481304
Zfp13,-0.035593789,0.09319626,0.121564024
Acyp1,0.051360786,0.093248665,0.12161395
Gm9824,-0.148283922,0.093247491,0.12161395
Zfp518b,0.043770584,0.093299226,0.121670672
Rbl2,-0.035343109,0.093486515,0.121905679
Mapk1ip1,0.045181314,0.093725294,0.122207787
Ndufb7,-0.046387288,0.093764584,0.122249757
Hnrnpk,-0.02744117,0.093773364,0.122251946
Cfap157,0.071956985,0.093947544,0.122469748
2900045O20Rik,-0.124051347,0.093966635,0.122485359
Gm36220,0.098259263,0.094022013,0.122548264
Cdk5r1,-0.029314349,0.094218247,0.122794739
Mvb12a,0.049887402,0.094368862,0.122981725
Lamb3,0.096984283,0.094440004,0.12306512
Ifitm10,-0.054315801,0.094512885,0.123150768
Dyrk2,-0.052880328,0.094594913,0.123248322
Pigh,0.050307495,0.094612125,0.123261419
Gm56518,-0.1509664,0.094724124,0.123397993
Gm4491,-0.124539222,0.094783284,0.123465717
Trim2,0.053477791,0.09480649,0.123486601
Zscan12,0.02875443,0.094991735,0.123718524
Plod3,0.048388554,0.095025502,0.123753139
Dffb,0.074536824,0.095133175,0.12388399
Frem1,-0.215783334,0.095165743,0.123917027
Gm42528,-0.07040119,0.095402261,0.124215606
Gcdh,-0.032204408,0.095481825,0.124309797
Tbc1d23,-0.026659,0.095575249,0.124422017
Fam81b,0.201452054,0.095953663,0.124905199
Gm4948,-0.088096179,0.096116007,0.125107065
Stk19,-0.058486027,0.096306158,0.125345094
Tcea1,-0.031431246,0.096327154,0.125362941
Gm12816,-0.151375694,0.096386845,0.125431142
Tle6,0.092637987,0.096473159,0.125533975
Gm16638,-0.060358072,0.096501645,0.125561551
Myh14,0.055386228,0.096663903,0.125763164
Psmd6,-0.033600686,0.096727119,0.1258359
Gm29367,-0.129111286,0.097035292,0.126227274
Gm49300,0.114864785,0.097112781,0.126318529
Rpsa-ps9,-0.140423318,0.097140717,0.12634532
Gm37397,0.068533611,0.097167053,0.126365269
Rpl12,0.047910965,0.097170737,0.126365269
Gm15784,-0.088067774,0.097324337,0.126554577
Gm30177,0.145840025,0.097331013,0.126554577
Gm2061,-0.061022068,0.09738565,0.126616056
Slc37a4,0.031918569,0.09754857,0.126818298
Cmpk2,-0.044812834,0.097588626,0.126860792
Prim1,0.054666335,0.097886951,0.127238992
