gene,log2FoldChange,pvalue,padj
Zbtb6,0.027777197,0.226363429,0.272414713
Usp29,0.046276637,0.226393165,0.272431454
Gm56822,-0.055163363,0.226478124,0.272514639
Sertad1,0.065944777,0.227201553,0.273366012
Phf21b,-0.070539882,0.227286044,0.273448558
Fchsd2,-0.019356616,0.227341464,0.273496119
Zbtb37,0.064971627,0.227529813,0.273688121
Pdcd6,0.021919118,0.227532863,0.273688121
Gm47882,0.068738091,0.227881985,0.274088911
Scara5,0.253581678,0.22810597,0.27433165
Gm57304,0.08139652,0.228115676,0.27433165
Rpl6l,0.032473953,0.228289427,0.274521425
Gm13091,-0.062017175,0.228308988,0.274525769
Med11,0.032360776,0.228332555,0.27453493
Psenen,0.031463391,0.228387387,0.274581678
Gm5171,0.053537293,0.228456322,0.274645375
Gm57315,0.056093943,0.228633442,0.274839112
Stxbp1,-0.024250014,0.228743916,0.27495271
Gm10817,0.081387652,0.228777129,0.274973433
Ldb3,-0.034670739,0.228975956,0.275193193
Gm43071,0.061941351,0.229070897,0.275288077
Dagla,-0.035103445,0.22915223,0.275366596
Irak1,-0.020500428,0.229344271,0.275578129
Cdc6,0.061076849,0.229739358,0.276033594
Sdc3,0.027714848,0.229790609,0.276075903
Cdk12,-0.039819347,0.230065663,0.276355165
Bex4,-0.034442972,0.230069151,0.276355165
Ahr,-0.043238815,0.230071214,0.276355165
Cmtm5,0.038974635,0.230191407,0.276480246
Trim16,-0.05631162,0.230378744,0.276685948
Trabd2b,0.068586595,0.230426488,0.276723982
Snapc4,0.044286033,0.230502868,0.276796398
Aldh5a1,-0.026396225,0.231186847,0.277595787
Gm49949,0.076403747,0.231200813,0.277595787
mt-Co2,-0.095868081,0.231285675,0.27767831
Gm13077,-0.061203056,0.231592429,0.278027203
Cldn2,-0.309938997,0.231691148,0.27812632
Mlf1,0.116051938,0.231873897,0.278326286
Vta1,0.020046045,0.231970317,0.278410528
Gm2379,-0.085236981,0.231976427,0.278410528
Gm48780,0.102134657,0.232227043,0.278691879
Mettl24,0.075233541,0.232614109,0.279136931
Mtpap,0.021051725,0.232646318,0.279156122
Polr3e,-0.018218028,0.232692152,0.279191657
Ppp6r3,0.018994043,0.232925337,0.279451962
Pfdn5,-0.029489599,0.233099461,0.279641378
A630072M18Rik,0.081612429,0.233219953,0.27976643
Fam228a,-0.093631841,0.233252709,0.279786226
Cdc42ep2,0.03762675,0.233355767,0.279890341
Gpr165,0.048101021,0.233738847,0.28033028
Dmwd,0.023621948,0.23390587,0.280511052
Psma5-ps,0.035406721,0.234078187,0.280698148
Dcps,0.026960425,0.234187614,0.280809807
Gm9523,0.056585082,0.234319937,0.280948902
Rasip1,0.042413273,0.234455738,0.281092149
Gm14403,-0.079185786,0.23448833,0.281111645
Slc35f3,0.033482673,0.234555306,0.281172356
Mad2l1bp,-0.032421546,0.234919821,0.281589708
Setmar,0.030415491,0.235154706,0.28185163
Mir99ahg,0.061201941,0.235384409,0.282107304
8430422M14Rik,0.083682497,0.235531375,0.28226379
Gapdhrt,-0.084905431,0.235666896,0.28240654
Rpl18-ps2,0.053739504,0.235696454,0.2824223
Inafm1,-0.032727958,0.235719666,0.282430454
Chd6,-0.041154955,0.235840463,0.282555522
Brpf1,-0.022703699,0.236077742,0.282820117
Efhc2,0.064245944,0.2361491,0.282885916
Med23,0.021713535,0.236257345,0.28299589
Rnf112,0.034087145,0.2364506,0.28320767
Gm3693,-0.076010962,0.236484542,0.283228617
Akr1c18,0.071629307,0.236566179,0.283306679
Mmd,0.035345823,0.23663028,0.283363731
Tceal1,-0.026114437,0.236719724,0.283451122
Zcchc3,-0.031085948,0.23697349,0.283735248
Rint1,0.026236167,0.237290085,0.284094556
Vcl,0.039131539,0.237363959,0.284163238
Cyp4x1,0.029024167,0.237613873,0.284442644
Dctpp1,0.039760996,0.237729755,0.284561574
ENSMUSG00000121783,-0.077143551,0.237765896,0.284585046
Rpgrip1,-0.076697944,0.238021832,0.284871572
Zfp335,-0.036159519,0.238080695,0.284922211
Tnrc6b,-0.05911421,0.2383926,0.285275649
Trmt5,-0.022916641,0.238635523,0.285546496
Gm5088,0.065068702,0.238821007,0.285736518
Plcl1,-0.037346344,0.238827525,0.285736518
Snrnp35,-0.027476939,0.238962572,0.28587822
Golga2,-0.019378757,0.239151717,0.286084618
Fam184b,-0.037479264,0.239334163,0.286282974
1700048O20Rik,0.067917795,0.239400286,0.286342171
Serf2,-0.025848648,0.239436594,0.286365701
Angptl6,0.037949621,0.239639101,0.286587987
Nagpa,0.035744131,0.239797856,0.286747603
Gm15760,0.045140519,0.239805885,0.286747603
Lrch3,-0.04361004,0.239841028,0.286769705
4930473A02Rik,0.063037993,0.239930486,0.286856743
Gm8613,0.092654927,0.240347498,0.287335358
Nek7,0.020133443,0.240622981,0.287644722
Plin4,-0.158585182,0.240894634,0.287949464
Dctn6,0.030490168,0.240912061,0.2879503
Gm10243,0.134162277,0.240944047,0.287968536
Pard6b,-0.036085732,0.241071815,0.288101237
Meioc,0.072361432,0.241124636,0.288144359
Cfap73,0.118156166,0.241244057,0.288267056
Gm28661,-0.093603839,0.241319307,0.288336958
Bsdc1,-0.016799487,0.241369999,0.28837751
Icam2,0.057934067,0.241641399,0.28868173
Prtn3,0.078733705,0.241942011,0.289020804
Bcan,-0.034220956,0.242197781,0.289306266
Samd8,-0.028534573,0.242306475,0.289416019
Tekt4,-0.095448364,0.242385909,0.28949081
Gtpbp8,0.020897083,0.242410264,0.289499811
Rpl21,-0.059818904,0.242687438,0.289810722
Pbx4,-0.036342106,0.243009504,0.290175195
Ankrd16,0.051664635,0.243035807,0.290186473
Maml1,0.027673569,0.243283778,0.290462405
2900072N19Rik,-0.0602338,0.243388897,0.290567756
Cryz,0.034343933,0.243488991,0.290666767
Gm12115,0.049290008,0.243505603,0.290666767
Atpaf2,0.026627643,0.243797797,0.290995374
Pcdh11x,0.059084844,0.24469434,0.292045231
Nqo2,0.025704676,0.244852952,0.292214276
Nagk,0.029926344,0.245042002,0.29241962
Gm15564,-0.137739518,0.245314434,0.292724432
Gm38192,-0.067385306,0.245644925,0.293098477
Rpl27a,-0.026360969,0.245727986,0.293177262
Cdc27,-0.023429849,0.245838013,0.293288208
9330162G02Rik,0.041019987,0.245998801,0.293459693
Mrpl10,-0.028195747,0.246319686,0.293822124
Mettl5,0.029115844,0.24639016,0.293885824
Idi1-ps1,-0.10164812,0.246430669,0.293913777
Syde1,0.038776977,0.246513433,0.293992118
Tmcc3,-0.02766683,0.246611263,0.294088416
Naxe,0.027835459,0.246664179,0.294115975
Zbtb18,0.035370909,0.246668545,0.294115975
D330050I16Rik,-0.073435748,0.246778987,0.294227281
Mrps28,0.03661987,0.247262968,0.2947839
Eif2s2,-0.020386827,0.247436386,0.294970218
Gm12693,-0.039287375,0.247578317,0.295118977
Chmp1b,0.028884659,0.247675444,0.295214312
Ptprs,-0.027600148,0.247831551,0.295379929
Zfp994,0.04597152,0.247940745,0.295489614
2700038G22Rik,-0.058727127,0.24800906,0.295550568
Pi15,-0.055047068,0.24823318,0.295797173
Ercc2,0.044059654,0.248381067,0.29595291
Nckap5l,0.032494441,0.248642774,0.296244235
Phpt1,0.031778089,0.248674273,0.296261259
Tmem170,0.03485408,0.249343967,0.29703855
Sft2d1,0.036295537,0.249427199,0.297117141
Abcb8,0.01895789,0.249498468,0.297181472
Unc13c,-0.070698591,0.249812527,0.297534964
Foxj3,0.024554875,0.249888047,0.29760432
Cdk9,-0.015166101,0.249992993,0.297708709
Cybc1,-0.022675145,0.250059864,0.297767743
Larp6,-0.022493301,0.250389107,0.298139178
Zfp133-ps,0.164979137,0.250530987,0.298287481
Gm38250,0.061508639,0.250739858,0.29851552
Slc39a11,0.023112825,0.250904027,0.298690313
Gm4149,-0.051006172,0.251409263,0.299271078
Snca,0.029685976,0.251459535,0.299310223
Ecd,-0.015074841,0.251477637,0.299311073
Snx30,-0.027636162,0.251726582,0.299586656
Gm4708,-0.093899324,0.251759235,0.299604803
Gm7774,0.047143233,0.25195123,0.299812559
Ints11,-0.022344424,0.251992856,0.299841365
Gm14305,-0.165280945,0.252217161,0.300087518
Il27ra,0.076687264,0.252392738,0.300275665
Cnot6l,0.034165297,0.25285579,0.300805775
Nsa2,0.042620506,0.253175601,0.30116542
Cfap36,-0.032386749,0.253226701,0.301205392
Gstm6,-0.087022983,0.253276038,0.301243261
Fhit,0.046343891,0.253384733,0.30135172
Lrrc26,-0.071271689,0.253636582,0.301630406
1700086O06Rik,0.081470113,0.253702501,0.301687956
Mettl1,-0.029784274,0.254056428,0.302087957
Phlpp1,-0.019874153,0.254182552,0.30221705
Nsrp1,-0.027194789,0.254308849,0.302346331
Dram1,0.049286546,0.254490965,0.302541952
Mapk6,-0.03268582,0.254550033,0.302591276
3110006O06Rik,0.079362216,0.255071292,0.303183303
Gtf3a,0.033265577,0.255083291,0.303183303
Rpsa-ps1,-0.081985262,0.255182075,0.303279773
A330093E20Rik,0.075864211,0.255410449,0.303530236
Tmem231,0.025779862,0.25548123,0.303593394
Serpinb1b,0.147364576,0.255708141,0.303842061
Sart1,-0.021424041,0.256006992,0.304176171
Ccl19-ps5,-0.070942174,0.256370739,0.304587335
Cyp46a1,0.025510454,0.256618095,0.304860172
Zfp57,0.064822736,0.256711427,0.304950004
Ubn2,-0.043822646,0.256774365,0.305003721
Derl1,0.016149544,0.25695835,0.305201188
Wnt3,-0.054520145,0.256976067,0.305201188
Bcs1l,-0.020182901,0.257301491,0.305566599
Zgpat,0.041268749,0.257430733,0.305698996
Gm14253,-0.056550579,0.257692111,0.305988273
Gm26881,-0.071905811,0.257913113,0.306214722
Phc3,-0.036039653,0.257918395,0.306214722
Gm5841,0.076420912,0.257979948,0.306246119
Gm5903,-0.037053311,0.257980421,0.306246119
Fam174b,0.023964823,0.25841969,0.306746417
Epn3,-0.139577484,0.25863646,0.306982556
Pcna,-0.025971573,0.258716464,0.307056344
Endog,-0.035794625,0.259053634,0.307435316
Thrap3,0.018802615,0.259616564,0.308082141
Mrpl36,-0.02191217,0.259972933,0.308483771
Dtx3,0.027962824,0.260017365,0.308515227
Adcy5,0.021782497,0.260096865,0.308588285
Pfkl,0.037868823,0.260393006,0.308918346
Setd1a,0.027385992,0.260579334,0.309118094
Fgfbp3,-0.041231238,0.261013753,0.309612097
Eif3m,-0.020923212,0.261311674,0.30994413
Gm5067,0.084476674,0.261389679,0.310015291
Tmem97,-0.02908364,0.2616368,0.310287004
Gm10601,0.119184294,0.261765603,0.310418372
Rsph3b,0.065462574,0.261898106,0.310554109
Gm5425,0.08883826,0.262137468,0.31081653
Ulk2,-0.018514401,0.262739849,0.311509317
Ccdc97,-0.024374278,0.263801048,0.312745953
Rab11b-ps2,-0.027625002,0.26383909,0.31276395
Plaat3,0.044660931,0.263852566,0.31276395
Gm45774,0.059881584,0.264044697,0.312970145
Gm42715,0.068753099,0.264280125,0.313227628
Pbrm1,0.0324535,0.264392816,0.313339617
Vrk2,0.047150677,0.264433076,0.313365756
Gm29666,0.047571996,0.265285597,0.314354393
Rab38,-0.057752354,0.265348389,0.314407156
Gsta3,-0.089880403,0.265568844,0.314646713
Gm29216,-0.173872379,0.265849905,0.314958036
Rgs17,-0.036107342,0.265902441,0.314996791
Mier1,-0.020628395,0.265919215,0.314996791
Son,-0.022977464,0.266055138,0.315136115
Rac1,-0.014526715,0.266121597,0.315193145
Ptov1,-0.021730795,0.266284024,0.315363825
mt-Te,-0.058001925,0.266384281,0.315440807
Gm7105,0.141386081,0.266385675,0.315440807
Rps11,-0.027860569,0.266476561,0.315526725
Slfn2,0.14075299,0.26664776,0.315707719
Tcea1-ps1,-0.026936618,0.266974425,0.316072747
Gm28386,0.085427743,0.266994543,0.316074827
Rpl19-ps1,-0.072669764,0.267036465,0.316102717
Loricrin,-0.063575619,0.267094198,0.316149318
Incenp,0.02394181,0.26725181,0.316314126
Gm1043,-0.062266464,0.267649081,0.31676255
Gm7463,-0.127111481,0.267945803,0.317091918
Selenoo,0.02681872,0.26806138,0.317206888
Ap5z1,-0.026725738,0.268171362,0.31731522
Parp2,0.023960453,0.268319859,0.317469108
Eif6,0.028320993,0.268942116,0.318183477
Gm9269,-0.228875946,0.269064653,0.318306572
Atp6v0a2,-0.020049341,0.269112312,0.318341076
Oaz1-ps,-0.09190236,0.269385578,0.318642434
Ilf3,0.015048807,0.269517025,0.318776011
Ptma,-0.025641964,0.269619337,0.318875112
Itprip,0.055721906,0.269697395,0.318945518
Tmem14c,0.023075654,0.269767787,0.318995442
Gm11767,0.055075413,0.269776673,0.318995442
Tmem237,-0.042872618,0.269873238,0.319087707
Scap,-0.018594398,0.270088095,0.319305963
Ptpn12,0.022439422,0.27009493,0.319305963
Bloc1s1,0.039486215,0.270653063,0.319928411
Stam2,-0.019018404,0.270658618,0.319928411
mt-Co3,-0.121420565,0.27071568,0.319973889
Gm10052,0.029476772,0.270811252,0.320064874
Arsg,0.052721084,0.271024609,0.320295045
Pus7,0.022252991,0.271154323,0.320426341
Mcoln1,-0.018921224,0.271250296,0.320517751
Tmem141,0.034263637,0.271302255,0.320557143
Gatc,-0.016957738,0.271346142,0.320586993
Ttk,0.105971739,0.271448049,0.320685384
Ttr,-0.310764682,0.271564158,0.320800536
Tead4,-0.075699931,0.272517345,0.321904452
Dennd10,0.036876947,0.272661413,0.322052529
Tnnt1,0.149124724,0.27295848,0.322381289
Gm43843,0.103903274,0.273036342,0.322451124
3110082J24Rik,-0.050425224,0.273185958,0.322605686
Mrpl33,0.02751468,0.2732446,0.322638977
Ddx51,-0.01583044,0.273251635,0.322638977
Fra10ac1,0.025882277,0.273335337,0.322715671
Grcc10,-0.028454077,0.273445303,0.322823363
Gm16536,-0.033404155,0.273664067,0.323059474
Kcna3,0.071887076,0.273763527,0.323154725
Gm16374,-0.116114071,0.27397004,0.323376321
4930479D17Rik,-0.087128548,0.274356631,0.323788728
Pola1,-0.02853127,0.274366373,0.323788728
Rnf26,-0.064604492,0.274375867,0.323788728
Wdr1,-0.016522375,0.274565538,0.323990346
Trh,0.326433301,0.27499489,0.324474744
Ift88,-0.022360979,0.27502696,0.324490342
Gm12543,-0.053824427,0.275306139,0.32479747
Ccdc112,0.025920313,0.275424451,0.324914781
Rbm17,0.014722889,0.275457356,0.324931331
Ift46,-0.020169657,0.275548522,0.325016599
Abhd1,0.049534616,0.275598583,0.325053375
Spcs2-ps,-0.048312523,0.275645477,0.32508641
Rab11fip1,0.062846186,0.27597222,0.325432718
Micu1,-0.012988966,0.275976926,0.325432718
Mitf,0.045000718,0.27657873,0.326114252
Pals1,-0.024091612,0.276592778,0.326114252
Ccdc65,0.034270679,0.276801389,0.326337861
Gm38020,-0.12957228,0.276998109,0.326547422
Endov,0.021721873,0.27703265,0.326565777
Dstn,-0.01887209,0.27721331,0.326756363
Zc3h11a,0.054400418,0.277471528,0.327019492
Naaladl2,0.064503036,0.277474538,0.327019492
Abr,-0.02082215,0.277527111,0.32705906
Prss41,0.058857337,0.277728305,0.327273757
Ak2,0.022913931,0.277818501,0.327338727
Baz2b,0.029797007,0.277821471,0.327338727
Pml,0.033019339,0.278069102,0.327608071
Tdrd12,0.073037308,0.278292879,0.327849276
Pak1ip1,-0.02029714,0.278414092,0.327969628
Hif1a,0.022410975,0.278491453,0.328022447
Selplg,-0.042478886,0.278497041,0.328022447
Micos13,-0.028917839,0.27868498,0.32822135
Zfp871,-0.037392424,0.278737195,0.328240257
Gm57224,-0.083258984,0.27873917,0.328240257
Acot2,0.031785786,0.278760885,0.328243373
Bltp2,-0.019869584,0.27883705,0.3283106
Ido2,0.059217208,0.2789706,0.32844538
Mecr,-0.029574396,0.279005821,0.328464382
Uprt,-0.035957137,0.279194107,0.328663569
Alkbh7,-0.035272641,0.279370338,0.328848536
Emc1,-0.029167607,0.280238976,0.32984846
Zacn-ps,-0.052198813,0.280941201,0.330652389
1810037I17Rik,0.029071566,0.28127786,0.331025985
Mlh3,0.023051874,0.281853786,0.331681096
Gm45447,0.039700103,0.282168515,0.332010984
Gstm2-ps1,0.035780479,0.282172691,0.332010984
Trappc1,0.019703442,0.282766431,0.332686853
Zbed3,0.026711107,0.282791402,0.332693493
Gdf6,-0.082014941,0.283380062,0.333363247
Ccdc61,0.036735362,0.28370943,0.333727903
Gm22771,0.040509675,0.284400133,0.334508817
Cyb5b,-0.017021206,0.284412167,0.334508817
St18,0.035458201,0.284645979,0.33476094
Rbfa,-0.026866202,0.284762812,0.334875465
Usp43,0.07180954,0.284783165,0.334876522
Cdk2ap1rt,-0.051197705,0.28501768,0.335129395
Raf1,0.012717379,0.285470417,0.335638807
Gm16089,-0.040735038,0.285713758,0.335885392
Nat9,0.024518935,0.285734956,0.335885392
Gm12428,-0.130812028,0.285738682,0.335885392
Rps11-ps1,-0.041075013,0.285983769,0.336150536
Hemk1,-0.070198801,0.286092145,0.336254963
Sult5a1,-0.067374205,0.286365204,0.336552921
Qrfpr,0.066173692,0.28747271,0.33783146
Gcsh,-0.037573007,0.287730528,0.33811136
Rab23,-0.015520826,0.28803429,0.338445206
Rpl36a,0.028384061,0.288439098,0.338889242
Eef1d,-0.020897036,0.288451561,0.338889242
Tmem276,-0.02915228,0.288635611,0.339082332
Gm5837,-0.132881,0.288673936,0.339104213
Cntn4,-0.030887543,0.288891148,0.339330254
Gm12198,0.072087902,0.288905786,0.339330254
D130040H23Rik,0.048023227,0.28907448,0.339505226
2310030G06Rik,0.054373086,0.289290156,0.339735349
Nup85,0.019051676,0.289701314,0.340174664
Wwp1,-0.021863462,0.289703763,0.340174664
Akap14,0.0946933,0.290314433,0.340868471
Rps27a-ps3,-0.070211414,0.290403683,0.340950006
Slc39a12,0.031351846,0.291272094,0.341946248
Cacna1b,0.035192641,0.291808397,0.342552492
C1qtnf12,-0.058885721,0.291874435,0.34260665
Fap,0.183489331,0.291940569,0.342660913
Adamts9,-0.037605789,0.292431372,0.343213584
Pcna-ps2,-0.033437163,0.292517586,0.343291364
Baalc,-0.019884432,0.292758134,0.343550244
Klhl20,-0.017260816,0.292818028,0.343597105
Hpcal1,-0.046895781,0.292933317,0.343708958
ENSMUSG00000121607,-0.058102433,0.293595735,0.344462716
Cntn5,0.055503559,0.294009276,0.344924398
Gm14760,-0.087989012,0.294325029,0.3452713
Eif3s6-ps1,0.07634836,0.294659067,0.345621733
Gm45426,-0.082807814,0.294663911,0.345621733
Hook2,-0.039625601,0.294776162,0.345729839
Pcdhb18,0.033195931,0.294918691,0.34587344
Sox1,-0.039324305,0.295008898,0.345955663
Gm45871,0.031326737,0.295294611,0.346267128
Serpinb6a,0.021783751,0.295510871,0.346497114
Celf5,0.028695828,0.295650476,0.346637194
Zfp937,0.041230969,0.296151557,0.347201043
Zfp831,-0.038864131,0.296412541,0.347469151
Actg1,-0.020447536,0.296420616,0.347469151
Gm43980,-0.102793744,0.296482257,0.347494755
Cdc42,0.017060473,0.296482832,0.347494755
Tinagl1,0.069236954,0.297069082,0.348158169
AK157302,-0.264661997,0.297296432,0.348400897
9330154J02Rik,0.093786292,0.297318682,0.348403254
B4galt6,-0.022614571,0.297559557,0.348661781
Gm2614,0.057397212,0.297882463,0.349016384
Sap30,-0.041907946,0.298130893,0.349283685
Moap1,0.064205666,0.298411693,0.349588872
Rbm6-ps1,0.044240227,0.298447072,0.349606526
Rpl3,0.036144445,0.298503961,0.349649373
Ppp1r16a,-0.022751449,0.29861904,0.34976037
Wnt5a,0.037832934,0.298850533,0.350007694
Lbp,0.185963538,0.298931209,0.350078361
Gm43080,0.116167795,0.299076388,0.350224554
Gstp-ps,0.026985345,0.299104889,0.350234104
Ermardl2,-0.09039717,0.299365899,0.350515888
Mypopos,0.106017798,0.299428703,0.350565578
Gm5874,-0.05507693,0.299637701,0.350786411
Dhcr7,0.026353314,0.29966526,0.350794817
1700008O03Rik,0.081249226,0.299966536,0.351123619
Imp3,0.022934703,0.300173712,0.351342237
Ndufv3,0.024226683,0.300293215,0.351458214
Spaca9,0.129897072,0.300453964,0.351622445
ENSMUSG00000121868,-0.038420919,0.300508395,0.351662238
Map3k3,-0.020368692,0.300810204,0.351991493
Rpl10,0.025064433,0.300988818,0.352176558
Ltc4s,0.133693059,0.301019848,0.352188925
Trp53rka,-0.021415587,0.301051729,0.352202288
Gm49163,0.09625705,0.301118013,0.352255894
Ap5s1,-0.021671298,0.301249236,0.352385455
Hectd4,-0.044331117,0.301554327,0.352718365
Gm20604,-0.026506821,0.301602159,0.352750344
Clxn,-0.040455608,0.301979051,0.353167157
Rundc3b,-0.019535751,0.302227201,0.353433359
Zmat5,-0.026686014,0.302440309,0.353658547
Gimap1,-0.054997232,0.302578183,0.353795737
Selenok-ps5,-0.10478157,0.302770026,0.353996009
Selenok-ps6,-0.081115796,0.302873587,0.354091014
Setd6,0.024825163,0.302892424,0.354091014
Rfk,-0.024024623,0.303065135,0.35426886
Gm5805,0.049350517,0.303263366,0.354476511
Gm37176,-0.250511115,0.303398344,0.354610205
Sestd1,-0.027346155,0.303548193,0.354761259
Gm12462,0.149155083,0.303650193,0.354856376
Gm36283,0.089663503,0.303830274,0.355037643
Pmaip1,-0.054959835,0.303846553,0.355037643
Tchp,-0.025537035,0.303976648,0.355165547
Sass6,0.035922982,0.304002903,0.355172116
Ergic3,0.022969773,0.304108776,0.355271698
Pdgfb,0.032188869,0.304902249,0.356174491
Gm7591,-0.043556224,0.304988727,0.356251336
Eif2b1,-0.021612235,0.305083451,0.356337802
Mphosph9,-0.026254527,0.305235945,0.356491726
Gm3222,-0.068492102,0.305331213,0.3565788
Insr,-0.025246518,0.305434117,0.356674777
Kif26b,-0.047871097,0.30555964,0.356782142
C2cd4b,0.097619234,0.30556751,0.356782142
Asxl3,0.044757828,0.305830675,0.357065195
Gm11578,0.099368931,0.305904633,0.357127321
Gm12430,-0.060758713,0.305987116,0.357199391
Mcrip1,-0.02265456,0.306660946,0.357961722
Meis1,0.056621316,0.306938554,0.358261478
Prxl2c,0.029000008,0.307024296,0.358337258
Zfp704,-0.035387591,0.30706223,0.358357236
Nfkbil1,-0.029411062,0.307169373,0.358457974
A830011K09Rik,-0.032621537,0.307217343,0.358489651
Pdgfra,0.021544703,0.307342048,0.358610859
Cacna1e,0.051287081,0.307532928,0.358809261
Rraga,0.014613459,0.307591693,0.358853501
Lmtk3,-0.02950998,0.307756279,0.359021184
Gm5555,-0.026379784,0.307829416,0.359082169
Polr1has,-0.040154331,0.308286054,0.359590468
Akr1e1,-0.068742774,0.308352771,0.359643919
Arg2,0.062188225,0.308464409,0.359749751
Gm11872,0.075232924,0.308643834,0.359934622
Rpl23a-ps3,-0.029259704,0.308685098,0.359958358
Carmil1,-0.028948905,0.308885675,0.360167853
Gm26684,-0.159576424,0.308990377,0.360265534
Gnptab,-0.018773353,0.309306657,0.360609874
Gm4430,0.05672985,0.309744513,0.361095899
Kics2,-0.019983378,0.310075285,0.36145703
Fancc,-0.040380319,0.310144356,0.361513065
Rpl19-ps6,-0.119538924,0.310324076,0.361698059
Rcor1,-0.02492955,0.310566289,0.361955864
Dhx9,-0.031044969,0.310748119,0.362135982
Oaz2-ps,-0.036143866,0.310762909,0.362135982
Zcchc24,-0.022638006,0.310795878,0.362149885
Tmem79,0.059427621,0.310868149,0.362209578
Ikzf2,-0.036841495,0.3114109,0.36281741
Gm26588,-0.057268654,0.311492499,0.362887918
Ddx20,-0.017626854,0.311524719,0.362900894
Kdm2b,0.026138422,0.311845718,0.36325025
