gene,log2FoldChange,pvalue,padj
Fnbp1l,-0.045904442,0.146326173,0.183320285
Proser3,0.067180049,0.146334613,0.183320285
Hcfc1r1,-0.036182967,0.146660852,0.18371561
Nkain2,0.028068675,0.146897582,0.183998762
Rrp9,-0.039124553,0.146938436,0.184012719
Gm10649,-0.062139676,0.146940579,0.184012719
Syt10,-0.085628316,0.146940794,0.184012719
Ak3,0.025562202,0.146981645,0.184050486
Gm12791,0.079717188,0.147022415,0.184088148
Aldh9a1,0.038992209,0.147214247,0.184314935
A230107N01Rik,-0.096934683,0.147261778,0.184361036
Gm6829,0.045581364,0.147305909,0.184402874
Pwp1,-0.022115018,0.147395618,0.184496524
Gm29237,0.139907914,0.147402155,0.184496524
Hykk,0.049067258,0.147461552,0.184557449
2700049A03Rik,0.04366838,0.147526,0.184624687
Srsf9,0.027305924,0.147568415,0.184664343
Tasor2,-0.046140497,0.147603585,0.184694928
4933416I08Rik,0.042283475,0.147905453,0.185059199
Natd1,0.029990125,0.147956293,0.185109356
Acsbg1,0.036948548,0.148046553,0.185201725
Plxna2,-0.054156488,0.14805164,0.185201725
Plcz1,0.105700486,0.148125733,0.185280945
Gm41505,0.094040835,0.148166017,0.185317867
Gm14168,-0.084513297,0.148182191,0.185324632
Gm47572,0.093130139,0.148465041,0.185664891
Gm49741,-0.097371409,0.148561447,0.185771956
Bmyc,0.03616922,0.148615538,0.185826097
Gm15446,-0.047471039,0.148722741,0.185946634
Mettl14,-0.022683996,0.148814417,0.186047743
5730522E02Rik,-0.070650994,0.148932677,0.18618207
Spag5,-0.058139556,0.148978126,0.186211855
Bmal1,0.045956664,0.148978138,0.186211855
Cfap77,0.124513658,0.149190813,0.186464143
Gm11189,0.080082048,0.149334595,0.186630298
Serbp1,-0.027848079,0.149448817,0.186759487
Capza1,-0.061637375,0.149483489,0.186789255
Jag1,0.046194485,0.149623634,0.186950804
Dbp,-0.099391152,0.149741463,0.187084449
Gm17494,0.079427947,0.149835505,0.187188358
Chml,-0.057475513,0.149894449,0.187248407
Gm15832,0.131871341,0.150232642,0.18765726
Clybl,-0.041838716,0.150249793,0.187662069
Zbed6,0.090484388,0.150258295,0.187662069
Hrob,-0.077900006,0.150446647,0.187883675
Pcnt,-0.04434503,0.150536425,0.187969477
Plcxd3,-0.07300749,0.150537191,0.187969477
Mvd,0.069561951,0.150603191,0.188038249
2010204K13Rik,-0.040038572,0.150757494,0.188217254
Lgals4,0.138564359,0.150792391,0.18824717
Gnpda2,-0.030447851,0.150825043,0.188274278
Ash1l,-0.054280164,0.15085197,0.188293701
Prkag1,-0.027179958,0.15086248,0.188293701
Nfat5,0.060881653,0.151020692,0.188477502
Gga2,-0.024036146,0.15146345,0.189011065
Lrrc8b,-0.037677036,0.151470178,0.189011065
Pcdha10,-0.077305398,0.151538504,0.189082618
Tnnt2,0.132396758,0.151706662,0.189278719
Rfc1,-0.024111747,0.151772149,0.1893467
Pikfyve,-0.047405124,0.151813782,0.189384915
Gpr156,-0.07872092,0.15195936,0.189549122
Prdm16,0.069676137,0.151967436,0.189549122
Cep19,0.041943059,0.152032398,0.189616411
Pbx1,-0.030073077,0.152131442,0.189726193
C8g,0.071274739,0.152206597,0.189806169
Disp3,0.045908928,0.15225384,0.18985133
Gm11681,0.240262855,0.152308637,0.189905901
Cluh,0.023336796,0.152388747,0.189992025
ENSMUSG00000121395,-0.11737435,0.15246911,0.190078451
Gm21955,0.07804322,0.152714571,0.190370673
Gm56686,0.088660395,0.153164232,0.190915956
Pacrg,0.032980025,0.153174176,0.190915956
Dbx2,0.043442102,0.153314115,0.19107654
Enkd1,0.045337665,0.153360932,0.191121052
Cep70,0.047914654,0.15357271,0.191371118
Gm26902,0.090230921,0.153589715,0.191378455
Ggact,0.035664237,0.153611346,0.191391554
Tmed5,-0.04878667,0.15364598,0.191420851
Rpp38,0.035972668,0.153726071,0.191506772
Ss18l2,-0.032068694,0.153777185,0.191556586
Gapdhrt2,-0.134751185,0.153827592,0.191605511
Heatr6,-0.031187738,0.154034251,0.191849041
Pias3,-0.03349655,0.154176347,0.192012128
Ncor2,0.05409783,0.15444194,0.192328984
Zfp964,-0.038528334,0.154498899,0.192385999
Cenpa,0.122158603,0.154533835,0.192415583
Zscan20,-0.041155085,0.154611397,0.192498234
Lsm7,-0.054464712,0.154640839,0.192520967
Vps4a,-0.016205097,0.154838964,0.192753683
Rnf5,-0.036850642,0.154852307,0.192756354
Znrf2,-0.026924585,0.155021771,0.192953345
Krt10,-0.04334606,0.155133265,0.19307816
Cant1,-0.020155622,0.155177987,0.193119858
Unc5cl,0.161464623,0.15520505,0.193139574
Hcfc1,0.039754,0.155238125,0.193166769
Uba52rt,-0.058419145,0.155345968,0.193286989
Sun1,0.019077353,0.155526595,0.193497745
Sox21os1,0.095826552,0.155615864,0.193594817
Mfap1b,-0.042094672,0.155772377,0.193775524
Asph,-0.031786989,0.155803468,0.193800196
Ckb,0.034112024,0.156053192,0.194086115
Fibp,0.035140198,0.156062589,0.194086115
Gm14584,-0.045272282,0.156067155,0.194086115
Nlrp1a,0.281007897,0.156384081,0.194466197
Clk4,-0.057503826,0.156559965,0.194670849
Cd164l2,-0.107159313,0.156666327,0.194789033
Rps13,0.035365422,0.156827818,0.194975737
Rffl,0.042381436,0.156934993,0.195089712
Arhgdia,-0.02455947,0.15694216,0.195089712
Hnrnpa1,0.025194805,0.157087443,0.19525621
Rps15a-ps5,0.056517731,0.15737229,0.195596145
Cep135,0.038260705,0.15756386,0.195811745
Mcur1,0.023528449,0.157568508,0.195811745
Zfp607a,0.074815232,0.157696806,0.195957037
Aasdh,0.029224457,0.157860538,0.196146334
Clic6,-0.31706727,0.157894733,0.196174661
Sec61b,0.042047889,0.158140675,0.196466049
Gpr4,0.066650135,0.158188508,0.196511293
Pigb,-0.031128374,0.158203833,0.196516148
Mrpl52,-0.04205193,0.158267927,0.196581578
Acaca,0.051938507,0.158533071,0.196896702
Gm16418,-0.046295772,0.158662889,0.197043718
Gm44954,0.189718175,0.158865961,0.19728168
Psmb7,-0.026611076,0.159375636,0.197900325
Gm15201,0.091592567,0.159577788,0.198137048
Gm49602,-0.044160719,0.159682481,0.198252739
Cdh19,0.0574666,0.15969773,0.198257372
Apeh,0.02866372,0.159865954,0.198451903
Gm35549,-0.078857808,0.159997672,0.198601091
Il1rap,0.04523296,0.160020566,0.198615187
Plekhb2,0.017228871,0.16021046,0.198835331
Zscan12,0.025444242,0.160221034,0.198835331
Gucy1a2,-0.095887791,0.160314419,0.198936881
Tnfrsf12a,0.119590103,0.160383936,0.1990088
Armc9,-0.023857104,0.160396345,0.199009852
5430414B19Rik,0.096047089,0.160505296,0.199130678
Cacna1c,-0.063817048,0.160967379,0.19968542
Erp29,-0.026859785,0.160975634,0.19968542
Slc7a8,0.038151773,0.161082898,0.199804078
B3galnt2,-0.041860407,0.161133771,0.19984534
C130026L21Rik,-0.05436046,0.161139382,0.19984534
Dlg3,-0.032346532,0.161699861,0.200526
Gm26512,-0.058053407,0.161724249,0.200541797
Gm18649,-0.070988645,0.162011975,0.200884112
Tspan5,0.031062948,0.162237302,0.201149015
Gm7901,0.104153528,0.16253385,0.201502174
Ess2,-0.023958537,0.162546108,0.201502859
Ppard,0.038381661,0.162629743,0.20159202
2310015A10Rik,0.048361991,0.162684509,0.201645387
Gm49797,-0.036157449,0.162996891,0.202018034
B3gnt6,-0.103210196,0.163109555,0.202143116
Ttc5,0.022939165,0.163183263,0.202219904
A030001D20Rik,-0.041129144,0.163439343,0.202522664
Cerkl,0.080319225,0.163810965,0.202968541
Gatd1,-0.024953466,0.163843788,0.2029946
Sh3glb2,-0.027923612,0.163955656,0.203118579
Map2k6,-0.042544663,0.164021647,0.203185711
B3gnt2,-0.085778841,0.164034542,0.203187062
Rps27,-0.037419941,0.164206618,0.203385576
Xpot,-0.019927742,0.164262205,0.203439786
Zbtb49,-0.041499088,0.164608366,0.203853842
Atg9b,-0.052830857,0.16472091,0.203978545
Ptar1,0.046950805,0.16502865,0.204344927
Calml4,-0.230260876,0.165675966,0.205131704
Prpf38a,0.024584293,0.165848544,0.205330612
Rbpjl,0.090544751,0.166063846,0.205582383
Cplx2,-0.029971742,0.166512663,0.206123182
Bbip1,0.028437761,0.166868105,0.206548326
Abca6,-0.126928487,0.167544427,0.207370561
Card6,0.112626525,0.167569387,0.207386544
Polr1e,-0.033471328,0.167755944,0.207592278
Dvl1,0.037422076,0.167759741,0.207592278
Hmgb1,0.043743915,0.168071945,0.207963661
Gm28192,0.118822273,0.168221798,0.208134121
Kcnh3,-0.032324318,0.168342997,0.208254457
Tbxa2r,0.076858045,0.168343254,0.208254457
Cd47,-0.038923667,0.168417626,0.208331491
Gm49785,0.102330048,0.168597573,0.208539097
Usp8,-0.024932742,0.168766752,0.208733358
Khsrp,-0.038187715,0.168836378,0.20880447
Gm14719,0.081728572,0.169016586,0.209012321
Rag1,0.117791948,0.169139488,0.209149281
Gm56730,0.212295352,0.169290056,0.20932043
Zfp78,0.049275923,0.169481861,0.209542538
Spag9,0.027324404,0.169815659,0.209940157
Nsmce4a,-0.020840767,0.16992177,0.210056255
Gm10118,-0.066878087,0.16996509,0.210094719
Mdh1b,0.084317153,0.170013982,0.210140065
Vars2,0.031970995,0.170232881,0.21039552
C9orf72,0.023278925,0.170273262,0.210430321
Klf7,-0.038820386,0.170432311,0.210611759
Cyb5rl,0.079294121,0.170645118,0.210859599
Gm6278,0.160440605,0.170658008,0.210860389
2210418O10Rik,-0.18380578,0.170912067,0.211159141
Uevld,-0.03348516,0.171249544,0.211560906
1110059G10Rik,0.03514892,0.171306042,0.211615515
Trpv3,0.078049737,0.171395874,0.211711293
Rnasel,0.157361352,0.171444893,0.211756647
Mpnd,-0.03235898,0.171715694,0.212072819
9330198I05Rik,-0.076994982,0.171725516,0.212072819
Gm11223,-0.115405387,0.171783726,0.212129488
Fign,0.086625126,0.171880676,0.212233983
Gm16185,0.123566669,0.171907006,0.212247169
Gm56792,0.090368591,0.171916015,0.212247169
Dpy19l1,-0.03857881,0.17205143,0.212399119
Sytl4,-0.068840701,0.172229159,0.21260328
Cdc42bpb,-0.026860414,0.172269342,0.212637634
Pheta1,0.045087203,0.172424875,0.212814355
Rtf2,-0.022591601,0.172465942,0.21284978
Mif-ps6,-0.095091877,0.172704917,0.213129431
Ptgs2,0.095674235,0.172734929,0.213143184
Zfp524,-0.059686677,0.172740825,0.213143184
Kyat3,0.039906871,0.173149957,0.213632695
Nifk,0.031886294,0.173312739,0.21381821
Slc35b4,-0.02150968,0.173599109,0.21415616
Cox18,-0.058879902,0.173686856,0.214249054
Ddx5,0.027399647,0.173791975,0.214356791
Tfam,-0.021958615,0.173799102,0.214356791
4930444P10Rik,0.108383122,0.173811554,0.214356791
Lamtor4,-0.034516597,0.173895967,0.214445532
Tmx4,-0.029582988,0.173995769,0.214553236
8430406P12Rik,0.084902071,0.174068443,0.214627475
Npr1,-0.081744694,0.174276111,0.21486814
Ywhab,-0.02365537,0.174526601,0.215161564
Tfb2m,-0.024017883,0.174640161,0.215286145
Gm12263,-0.043438456,0.174813906,0.215484897
Pomgnt1,-0.029981716,0.174921002,0.21560147
Prpf39,-0.057721665,0.174982354,0.215661648
Zfp455,0.03850724,0.175145031,0.21584669
Rpl39,0.050131525,0.175210093,0.215911414
Pigv,0.052493545,0.175457353,0.216200635
Nab1,-0.02300515,0.175479362,0.216212278
Cdc23,0.014905699,0.175581615,0.216322782
Zfyve26,0.039932991,0.175664525,0.216408616
Mcph1,-0.028847099,0.175676426,0.216408616
Dram2,0.025829202,0.17585076,0.21660787
Myo1b,-0.034237479,0.17596469,0.216732697
Tnfsf9,-0.105115094,0.176323839,0.217159517
Gm36210,0.094959783,0.176732707,0.217647505
Rbbp4,0.02477036,0.17683084,0.217752778
Ipp,0.032428778,0.176864356,0.21777847
Slf1,-0.042532835,0.176901218,0.21780828
Tmem256,-0.050902418,0.17701128,0.217928206
G0s2,-0.053159255,0.177136821,0.218067169
Gna14,0.126446326,0.177228259,0.218164134
Cnrip1,-0.026488367,0.177248125,0.218172987
Exosc10,0.018025559,0.177327084,0.21825457
Mdn1,-0.0713235,0.177512999,0.218467775
Gm14325,0.051768384,0.177561775,0.218512181
Nsun7,0.052794222,0.177665928,0.218624726
Frg2f1,-0.028645022,0.177741702,0.218702335
Syt6,0.05016194,0.177868193,0.218842333
Zfp870,0.033519731,0.17789656,0.218861591
Fxn,-0.046169103,0.178069169,0.219050285
Gm11942,-0.112499118,0.178075386,0.219050285
Serp1,0.026210158,0.178167395,0.219147806
Casq1,0.09162048,0.178206045,0.219179684
Rlf,-0.02831796,0.17833066,0.219317281
Siglece,0.093656836,0.178382862,0.219365809
Med18,-0.050148331,0.178515041,0.219512673
Syne4,-0.136639437,0.178636143,0.219645898
Gm17530,-0.084222554,0.178826119,0.219863783
Gm11110,-0.085752673,0.179200987,0.220308941
Tbc1d2b,0.03494416,0.17931226,0.220429997
Tuba1c,0.243596429,0.179385286,0.220504021
Lrp4,0.040207173,0.179728501,0.220899499
Rps3a1,-0.038542399,0.179732682,0.220899499
Nipbl,-0.042193791,0.179829007,0.221002107
Eif4a-ps4,-0.025771126,0.17984405,0.221004817
Uchl3,0.035247465,0.1802658,0.22150728
Slc7a3,-0.081379561,0.180527197,0.221812646
Pik3c2a,0.038792467,0.180705804,0.222000465
Thbs1,0.107511739,0.180705851,0.222000465
Ncoa6,0.041646415,0.180729411,0.222013564
Kmt2d,-0.061192756,0.180822315,0.22211184
Abraxas2,-0.017234285,0.180996612,0.222310074
Rpn2,0.021659123,0.181160025,0.222494911
Gm10293,-0.103365836,0.181264243,0.222607025
Trp53i11,0.052376773,0.181368704,0.222719423
Gm11221,-0.059091683,0.181412619,0.222745733
Reep1,-0.026472248,0.181421502,0.222745733
Insc,-0.052657065,0.181428949,0.222745733
Zfp282,0.026637143,0.181477064,0.222788916
Obsl1,0.046174257,0.181943835,0.223346016
Med16,0.028823414,0.181973479,0.223366477
mt-Nd4l,-0.122780199,0.182053226,0.223434142
Ogfr,0.036953126,0.182054565,0.223434142
Gm14296,-0.185593859,0.182135812,0.223517921
Atm,-0.059507947,0.182259324,0.22365355
Lingo1,0.058475098,0.182279377,0.223662213
Gm5605,-0.075884295,0.182436323,0.223838835
Pou3f2,0.035264664,0.182831456,0.224307653
H2aj,-0.043245256,0.182995009,0.22449231
Gm4202,-0.085462047,0.183157981,0.224676226
4930579G24Rik,-0.055765369,0.183282891,0.224813431
Nos1,-0.055880537,0.183385976,0.224923847
Ackr1,0.046260884,0.183522732,0.225075543
Clasp1,-0.039901444,0.183647195,0.225212141
Sugp2,-0.018149672,0.183698255,0.225258709
Atp6v1c2,-0.108238122,0.183816279,0.22538738
Atp6-ps,-0.092604561,0.183943275,0.225527032
Prkab2,-0.03690279,0.184363313,0.226014107
Dnajb12,0.022330464,0.1843668,0.226014107
Gm18541,-0.039167813,0.184427573,0.226072508
Gm33280,0.086761194,0.184515481,0.226164162
Morc2b,-0.087274139,0.1847525,0.226438557
Ubxn7,-0.031533666,0.184893743,0.226595536
Unc5c,-0.050897045,0.184999294,0.226708752
Tpr,-0.041352679,0.185055207,0.226754859
Trim66,-0.062365787,0.185063264,0.226754859
Lzts1,-0.041161273,0.185153633,0.22684944
Gm14326,-0.056784392,0.185174231,0.226858531
Igsf9b,0.060495167,0.185221907,0.22690079
Pgbd5,-0.029687636,0.185764238,0.227548964
Mtmr14,-0.026507099,0.185907333,0.227708042
Tbc1d17,-0.027963411,0.186150439,0.227989587
Hmgb1-ps7,0.096262213,0.186495261,0.228395662
Gm18101,-0.043154872,0.186672372,0.228596302
Usp48,0.027452051,0.186866378,0.228817601
Eif2ak4,0.022770868,0.187094339,0.229080444
Gm2962,-0.03804341,0.187218116,0.229209371
Gm57457,0.050444261,0.187226267,0.229209371
Rnf141,0.019779078,0.187306584,0.229291391
Dhx38,0.028371042,0.187420627,0.229414682
Gask1a,-0.041999198,0.187463405,0.22945073
Hspa12b,-0.047005579,0.187518143,0.229501409
1500004A13Rik,0.029967381,0.187649478,0.22964582
Gm8226,0.078619889,0.187798587,0.229811962
Psma6,-0.03018839,0.187906957,0.229928231
Selenop,0.042436038,0.187971416,0.229979504
Zfp658,-0.034460669,0.187975579,0.229979504
Vps9d1,-0.028952595,0.188152101,0.23017911
Slc41a1,-0.029418513,0.188207647,0.230230701
Pramel12,-0.027013214,0.188295306,0.230321566
Rcc2,-0.028878233,0.188397449,0.230430133
Cdk17,-0.027060975,0.188507856,0.230548791
Wdr75,-0.019966485,0.18855478,0.230589797
Fa2h,-0.045016402,0.188584103,0.230601573
Nrn1,0.043531229,0.188591201,0.230601573
Rnf126,-0.032949451,0.18865676,0.230665351
1110002L01Rik,-0.042531182,0.188722882,0.230729807
Gm20712,-0.04015028,0.188750158,0.230746766
Htatip2,0.094720473,0.188916829,0.230934121
Gm57264,0.098774764,0.188939415,0.23094533
Usp51,-0.058909595,0.189323451,0.231398316
Fam110d,0.104250431,0.18952858,0.231602385
Mier3,-0.032615397,0.189529632,0.231602385
Mmab,0.028241759,0.189530777,0.231602385
Hcn3,0.037598954,0.189991095,0.232148404
Rprd2,-0.031154328,0.190143758,0.23231845
Thpo,-0.079689088,0.190337488,0.232538645
Wnt9a,-0.065495106,0.1904224,0.232625875
Rps23,-0.034466354,0.190491041,0.232693215
Dnaaf2,-0.050632578,0.190721758,0.232958515
Wnk4,0.085544053,0.190846324,0.233094126
Zdhhc2,-0.04797983,0.191192572,0.233500457
H1f10,-0.058836729,0.191266281,0.233573905
Gm37784,0.116317916,0.191607474,0.23397397
Relt,0.0356082,0.191701662,0.23407238
Noct,-0.028326792,0.191860041,0.234249149
Gm12671,-0.101963575,0.192069677,0.234488469
D9Wsu149,-0.075244226,0.192395546,0.23486965
Drg1,-0.02249915,0.192771123,0.235311454
Zfp574,-0.027905325,0.193044094,0.235627954
Stt3a,0.025157589,0.193132954,0.235719702
Man2c1,0.030141803,0.193173129,0.23575202
Smim30,0.026824273,0.193424905,0.236042558
Slco2a1,-0.126489903,0.194042625,0.236779595
Gm8942,0.077245183,0.194298703,0.237058893
Cnnm2,-0.025771448,0.194299054,0.237058893
Gm6195,-0.086861248,0.19467483,0.237500534
Rps2,-0.075163745,0.194876762,0.23773004
Gm57395,-0.125585321,0.194934289,0.237783365
Atg2a,0.027630833,0.194976236,0.23781768
Spart,0.030007664,0.195103653,0.237956234
Gm37242,-0.102096159,0.195242183,0.23810832
2810001A02Rik,0.053970658,0.195572015,0.238493672
Cnp,0.037957644,0.195595221,0.238505074
Pelo,-0.038951155,0.195956271,0.238928407
Cnot1,-0.036720769,0.195979806,0.238940178
Gm5576,-0.172705052,0.19606336,0.239020701
Spry1,0.03676748,0.196073621,0.239020701
Hunk,-0.053196462,0.196282911,0.239258889
Isy1,-0.070460551,0.196383517,0.239364573
Surf4,0.019171301,0.196444439,0.239421876
Gm6254,-0.093097062,0.196494009,0.239465336
Sh3tc2,-0.049258339,0.196590044,0.239565412
ENSMUSG00000121618,0.088002649,0.196623485,0.239589203
Ube2a,-0.027735606,0.197095828,0.240134043
Wsb2-ps,0.256481082,0.197098519,0.240134043
1700028K03Rik,-0.082094717,0.197314523,0.240380198
Gm4972,-0.095734202,0.197535778,0.240632714
Susd5,-0.042713807,0.197652067,0.240757337
Ddx6,-0.035910541,0.197695611,0.240793339
Morc2a,-0.024189677,0.197914923,0.241043404
Abhd14a,-0.061217729,0.197970201,0.24109367
Anapc13,-0.035021325,0.198313361,0.241486224
Gm6305,-0.091247005,0.198320597,0.241486224
Creb3,-0.025789346,0.19840243,0.241568781
Gm7457,-0.180487002,0.198572582,0.241758854
Klf6,0.026499484,0.198644307,0.241821725
Dennd1a,-0.024035754,0.198652319,0.241821725
Sdhc,-0.027927303,0.198701809,0.241864867
Gm20628,-0.07752852,0.199041531,0.242261254
Kmt2c,-0.061814052,0.199067261,0.242275441
Cbln2,-0.043980196,0.199172022,0.242385803
5330416C01Rik,0.106797606,0.199418239,0.242668286
Gm47694,0.070301398,0.199536096,0.242794539
Npc1,0.034076541,0.199612365,0.242870176
Smim36,-0.079162878,0.199664242,0.242916125
Rtcb,-0.016490728,0.199767459,0.243024526
Ica1l,-0.030439797,0.199983667,0.243270359
Taf10,-0.027850192,0.200018153,0.243295116
Zfp606,0.028009919,0.200210651,0.243512057
Gm10524,0.184106101,0.200300611,0.243604261
Zfp1003,-0.070286108,0.200347849,0.243644498
Itpk1,0.034429817,0.200433789,0.243731792
Sav1,0.025722751,0.200579901,0.243892238
Ntmt1,0.032772576,0.200832263,0.244181846
Pex14,-0.026511818,0.200847511,0.244183139
Pea15a,-0.019161484,0.201218155,0.244616477
Susd1,-0.044063985,0.20132109,0.24472433
Stk11,-0.028900796,0.201814896,0.245307274
Gm5781,-0.088672985,0.201985506,0.245497317
Ube2l3,-0.017143974,0.202425907,0.24601522
Fam124a,0.034614616,0.202508961,0.246098783
Bcap29,0.030384877,0.203393542,0.24715632
Dis3l2,-0.022032673,0.203469536,0.247231213
Poglut1,0.015862579,0.203668678,0.247455719
Tunar,-0.043732012,0.203827507,0.247631216
9330121J05Rik,0.077466235,0.2038839,0.247682248
Gm43759,-0.12985077,0.203924725,0.247702435
Kcnt1,0.04580438,0.203929296,0.247702435
Selenot,-0.025117349,0.204256733,0.248073493
Gm44741,0.101330564,0.204263605,0.248073493
Fam181b,-0.038001349,0.204886059,0.248811896
Gm15267,0.040976153,0.204960488,0.248884723
Hnrnpab,0.023489417,0.204998238,0.248913004
Ints4,-0.017292043,0.20536094,0.249335818
3300002P09Rik,0.044278855,0.205408694,0.249376208
Ints9,0.022241127,0.205441207,0.249398092
Lynx1,-0.037434959,0.205500698,0.249440823
Cdca8,0.056100128,0.205505388,0.249440823
Kbtbd4,-0.023224311,0.205547611,0.249474482
Eif3a,-0.030788074,0.205644027,0.249573906
Tpmt,-0.026417925,0.205760592,0.249697767
Map3k14,-0.049180836,0.206155791,0.25015972
Pde7a,-0.030245884,0.206208082,0.250205535
Lrp8os3,0.075414343,0.20654054,0.250591264
Gm6439,-0.084544922,0.206701436,0.250768801
Bspry,0.054082727,0.20684061,0.250919962
Atf6,-0.033499513,0.206984121,0.251076362
Rpl31,-0.037529219,0.207112202,0.251214025
Lancl2,0.019992657,0.207156557,0.251220488
Farp2,0.036676835,0.207158212,0.251220488
Snx7,-0.031318279,0.207161312,0.251220488
Gm56696,-0.094497647,0.207499023,0.251612297
Rps20,0.030310391,0.20761995,0.2517412
Gm44950,0.032526509,0.207637745,0.251745045
Ypel1,0.054251117,0.207857309,0.251993501
Mtx1,0.024041823,0.208174307,0.252360036
Nectin1,0.051081544,0.208547808,0.252795012
Adcy6,-0.030433175,0.209052513,0.253388957
Exosc9,0.031622192,0.209401523,0.253794115
Lrch1,-0.02803146,0.209556783,0.253964409
Slitrk6,-0.129162998,0.209668557,0.254081981
Gm19810,-0.053112966,0.209793153,0.254215073
Me2,0.023365829,0.210018449,0.254470161
Prr18,0.042720117,0.210052903,0.254476843
Gm11266,-0.049531307,0.21005353,0.254476843
Alpk1,0.051706116,0.210086334,0.254498674
Gtf2b,-0.022169561,0.210105721,0.254504249
9530026P05Rik,0.063960165,0.21022969,0.254636496
Bcap31,-0.021295824,0.210433981,0.254866007
Ift27,0.040299235,0.210506251,0.254935599
Tmem140,-0.069871867,0.210743343,0.255204777
Gm49179,-0.078344059,0.211014891,0.255515639
Adal,-0.037189118,0.211050929,0.255541302
Resf1,-0.035124883,0.211233776,0.255734341
Gm9247,-0.085136942,0.211240071,0.255734341
Itga3,-0.039614967,0.212202519,0.256881445
Gm7451,-0.069578364,0.212368993,0.257064894
Tnks,0.03990064,0.212497859,0.257202795
Gm10222,-0.16923173,0.212718164,0.257451345
Unc50,-0.02142944,0.212829785,0.25756833
Ccdc27,0.103584419,0.213000628,0.257756963
Tent2,-0.026384192,0.213242503,0.258031523
Plcb4,-0.065705497,0.213847788,0.258745753
Hmga2-ps1,0.068348851,0.214001299,0.258913295
Ccnl2,-0.04706826,0.214651344,0.259681512
Mrps26,-0.029288164,0.214752155,0.259785214
Irf2bpl,-0.028173531,0.214976766,0.260038651
Snrpert,0.044555531,0.21507537,0.260139645
Gm8806,0.063496999,0.21533242,0.260432254
Rad51d,0.038308764,0.215370468,0.260443896
Gfm2,-0.026897455,0.215372305,0.260443896
Dars2,-0.022847413,0.215428293,0.260493302
Trpc3,-0.06070021,0.215679454,0.260778684
Gm17802,-0.089247112,0.215795564,0.260900747
Gm20568,0.154417643,0.21600938,0.261140913
Pmpcb,-0.018370148,0.216491716,0.261705646
Nek3,0.040284359,0.21654796,0.261755255
Cfap61,0.115834794,0.216938498,0.262200314
Gm14291,0.086666764,0.216946617,0.262200314
Tmc4,0.133329261,0.217091579,0.262357094
Gm26653,0.093902435,0.217108772,0.262359452
Colq,0.097000138,0.217179465,0.262426457
Wdr5,0.016664695,0.217274472,0.26252283
Mcmbp,0.02054988,0.217440153,0.262704576
Gm56999,-0.078385651,0.2177853,0.263103106
Slc4a2,0.092079251,0.217993482,0.263336126
Gm45338,0.083533944,0.218149419,0.263506006
Plod1,0.046069624,0.218333555,0.263709923
Slc39a4,0.197086495,0.218366697,0.263731447
Lrch2,0.032593603,0.218516976,0.263894432
Smarcad1,-0.025987483,0.218945436,0.264392713
Acbd7,0.090833422,0.218965323,0.264392713
Ppil3,0.027200035,0.218975654,0.264392713
Rnf113a1,-0.02960591,0.219021636,0.264429684
Rnf13,0.027318027,0.219071161,0.264470928
B930095G15Rik,0.050303689,0.219330027,0.264764873
Otud5,0.014242295,0.219541537,0.265001614
Calhm5,-0.074809897,0.219601946,0.265055945
Btf3-ps1,0.072168995,0.2198408,0.265325635
Apc,-0.039180294,0.219908606,0.265388863
4933406B17Rik,-0.113529797,0.220031787,0.265518905
Stk11ip,-0.028233088,0.220312121,0.265838557
Gm37422,0.10974282,0.220330444,0.265842032
Gm28175,-0.060935521,0.220404789,0.265913095
Pabpc4,0.028472287,0.22057173,0.266094368
Gm28437,-0.1356905,0.220585955,0.266094368
Dancr,-0.070216472,0.220740177,0.266261748
Ankfy1,0.0234076,0.220822736,0.26634267
Rbm4,-0.036894411,0.220931822,0.266455572
Pde4dip,-0.031972085,0.221034141,0.266560298
Nup205,-0.024708009,0.221267453,0.266822973
Gm45885,0.084030193,0.221317768,0.266864952
Kcnmb4os2,0.049994753,0.221370626,0.266905741
Lysmd4,-0.019232438,0.221382605,0.266905741
Prdm11,-0.042902666,0.221457912,0.266977835
Gm18755,-0.098885344,0.221519413,0.267031212
Gas2l2,0.073903441,0.221533214,0.267031212
Fen1,-0.055932234,0.221739978,0.267261726
Nmd3,-0.020631504,0.221885962,0.267418956
6330409D20Rik,-0.061694233,0.221953415,0.267481524
Frmd4a,-0.030592554,0.221987313,0.267503648
Rps18,0.037358708,0.222887607,0.268569738
Gm10179,0.041029716,0.223116382,0.268826584
ENSMUSG00000121780,0.048194731,0.223543346,0.269322169
Gm13453,0.151489768,0.223638284,0.269417693
Sgta,-0.020738816,0.223966229,0.269785256
D630039A03Rik,-0.093537508,0.223974735,0.269785256
Gm8960,0.038855154,0.224025982,0.269828103
Camk1,-0.031466748,0.224329011,0.270174182
Abcg1,-0.02521379,0.224386217,0.270224173
Tmem35a,0.024331397,0.224531059,0.270379688
Zfp990,0.100301112,0.22464275,0.270495264
mt-Cytb,-0.050407941,0.224960001,0.270858323
Gm6961,-0.082202448,0.225082275,0.270986591
Slc16a14,0.04839491,0.225301825,0.271231947
Gm44037,0.130426684,0.225485631,0.271434242
Tmem181c-ps,-0.159418374,0.225526725,0.271464726
Impdh2-ps,0.024732491,0.225543059,0.271465405
Efna5,-0.063381703,0.226249188,0.272296269
