gene,log2FoldChange,pvalue,padj
Tmprss6,-1.837206198,4.96E-31,1.62E-29
Ubl4a,-0.171850092,4.79E-31,1.58E-29
Mfhas1,-0.387858194,4.87E-31,1.60E-29
Gm30092,1.408725624,6.77E-31,2.16E-29
Nkd2,-0.673616828,6.35E-31,2.05E-29
Herpud1,-0.50156615,5.29E-31,1.72E-29
Mc4r,-0.690661155,7.42E-31,2.36E-29
Itgb8,0.475543636,5.51E-31,1.78E-29
Npr2,0.371238179,6.49E-31,2.08E-29
Cdh7,0.715384376,7.74E-31,2.45E-29
Cd9,0.66478547,6.39E-31,2.05E-29
Chst14,0.595436123,1.01E-30,3.16E-29
Caskin1,-0.403314263,6.74E-31,2.16E-29
Col25a1,-0.551411835,6.74E-31,2.16E-29
Gm41442,0.766381633,1.05E-30,3.26E-29
Itpka,-0.404222552,7.22E-31,2.30E-29
St6galnac5,-0.384519939,7.38E-31,2.35E-29
Socs7,-0.288986925,7.43E-31,2.36E-29
Gjb2,1.446199772,9.38E-31,2.94E-29
Cd248,0.894276278,1.07E-30,3.32E-29
Ntf3,-0.819741381,1.11E-30,3.43E-29
Cygb,-0.372798516,8.00E-31,2.53E-29
4921539H07Rik,-1.364371521,1.20E-30,3.68E-29
Aph1b,-0.30715671,8.24E-31,2.60E-29
Gpr3,-0.72659566,1.18E-30,3.62E-29
Slc6a5,3.799105126,1.01E-30,3.14E-29
Zbtb40,-0.714878877,1.03E-30,3.21E-29
Ankrd34b,-0.360600434,9.23E-31,2.90E-29
Ttc28,0.568467881,9.60E-31,3.00E-29
Plpp6,-0.294578804,8.66E-31,2.73E-29
Klf4,-0.741448838,1.22E-30,3.70E-29
Cass4,1.449470292,1.23E-30,3.74E-29
Slamf9,1.414623329,1.22E-30,3.71E-29
Fam234b,-0.238953482,9.49E-31,2.97E-29
Ccdc191,0.414294384,1.42E-30,4.28E-29
Msl1,-0.245789555,1.03E-30,3.20E-29
2410022M11Rik,0.639655445,1.64E-30,4.90E-29
Fam20b,-0.287115297,1.12E-30,3.45E-29
Rsu1,0.257017966,1.21E-30,3.70E-29
Gm43860,-0.80032974,1.69E-30,5.04E-29
Klc2,-0.310425985,1.15E-30,3.52E-29
Ccnd2,-0.393633258,1.18E-30,3.61E-29
Prps1,-0.239706631,1.22E-30,3.72E-29
Ero1b,-0.354659696,1.37E-30,4.15E-29
Syne1,0.496276846,1.36E-30,4.13E-29
Has3,-0.682973872,2.12E-30,6.26E-29
Ak4,-0.469556874,1.44E-30,4.32E-29
Dgat2l6,2.069505364,1.58E-30,4.73E-29
Chst7,0.687542794,2.27E-30,6.66E-29
Ston2,0.399629027,1.57E-30,4.72E-29
Ing2,-0.257617273,1.84E-30,5.47E-29
Fmod,2.121601174,2.03E-30,6.01E-29
Ptprc,1.080660562,2.48E-30,7.27E-29
Slc25a14,-0.222563937,1.80E-30,5.36E-29
Chpf2,0.467840583,1.97E-30,5.84E-29
Ppp1r7,-0.226416388,1.77E-30,5.29E-29
Slc25a38,-0.347799796,2.12E-30,6.25E-29
Xbp1,-0.557890529,1.91E-30,5.68E-29
Cds1,-0.337005812,2.17E-30,6.37E-29
Gm45819,-0.730923907,3.38E-30,9.73E-29
Gskip,-0.227245202,2.31E-30,6.77E-29
Galnt4,0.417444641,3.23E-30,9.35E-29
Fastkd3,-0.224978788,3.03E-30,8.81E-29
Esrra,-0.33615387,2.68E-30,7.82E-29
Parp1,-0.345866402,2.68E-30,7.82E-29
Nhlrc3,0.319526035,3.27E-30,9.44E-29
Myct1,1.192715669,3.67E-30,1.05E-28
Lrrc59,-0.175264241,2.96E-30,8.62E-29
Syt16,-0.273147502,2.99E-30,8.70E-29
Jmjd6,-0.360337775,3.53E-30,1.01E-28
St3gal3,-0.226239441,3.25E-30,9.41E-29
Tmod1,0.443122524,3.69E-30,1.06E-28
Gria4,-0.340042626,3.36E-30,9.67E-29
Plaat1,-0.379514885,4.12E-30,1.18E-28
Klf2,-0.789016366,4.91E-30,1.39E-28
Parp10,0.621571613,5.56E-30,1.57E-28
Abca1,0.743165093,3.75E-30,1.07E-28
Htr1f,-0.838646254,6.28E-30,1.76E-28
Pnn,-0.266404105,4.26E-30,1.21E-28
Cxcl16,1.265365668,6.66E-30,1.86E-28
Cnot9,-0.169765282,4.65E-30,1.32E-28
Pth1r,0.630820662,6.47E-30,1.81E-28
Itga1,0.510487264,5.75E-30,1.62E-28
Kbtbd2,-0.234478096,4.88E-30,1.39E-28
Lama2,0.523401511,5.52E-30,1.56E-28
Plbd2,0.386508516,4.97E-30,1.41E-28
Zbtb11,-0.326043754,5.18E-30,1.46E-28
Ccdc9b,0.453038389,7.63E-30,2.12E-28
Colgalt1,-0.289197507,6.32E-30,1.77E-28
Pbx2,-0.262536482,6.34E-30,1.78E-28
Itga2,1.356408612,9.84E-30,2.70E-28
Loxl3,0.534182573,9.52E-30,2.62E-28
Dysf,0.687820078,1.02E-29,2.80E-28
Hdac4,-0.478308297,7.43E-30,2.07E-28
9330133O14Rik,0.475222323,1.12E-29,3.06E-28
Tef,-0.394357937,7.84E-30,2.18E-28
Irak4,0.567908378,1.19E-29,3.24E-28
Agk,-0.27101357,8.18E-30,2.26E-28
Islr,0.870736147,8.77E-30,2.42E-28
Ckmt1,-0.248412556,8.08E-30,2.24E-28
Ifih1,0.658031419,1.34E-29,3.61E-28
Loxl2,1.508182054,1.36E-29,3.67E-28
Kcnab1,-0.32006758,9.01E-30,2.48E-28
Hlf,-0.632524103,9.03E-30,2.49E-28
Ifitm3,0.864563826,1.24E-29,3.37E-28
Epn2,-0.193684765,1.03E-29,2.81E-28
Grem1,-0.976386044,1.40E-29,3.78E-28
BC034090,0.621788426,1.45E-29,3.87E-28
Ints8,-0.411111244,1.17E-29,3.19E-28
Tcf24,0.991302413,1.47E-29,3.91E-28
Mtmr4,-0.397400485,1.19E-29,3.24E-28
Hmcn2,1.35798274,1.42E-29,3.80E-28
Mkx,-0.474727823,1.82E-29,4.82E-28
Ctf1,0.710055098,1.99E-29,5.25E-28
Rasgrf1,-0.357867104,1.32E-29,3.58E-28
Mr1,0.635580803,1.68E-29,4.44E-28
Zfp35,-0.233603616,1.44E-29,3.85E-28
Abcf2,-0.162904074,1.34E-29,3.62E-28
Phf8,-0.33961966,1.43E-29,3.83E-28
Tmem127,-0.164558489,1.41E-29,3.79E-28
Amz2,-0.185588433,1.52E-29,4.04E-28
Nek6,0.419408312,1.52E-29,4.04E-28
Cpxm1,0.603693305,2.03E-29,5.34E-28
Ntm,-0.27928719,1.52E-29,4.04E-28
Gpnmb,2.046070278,2.28E-29,6.00E-28
Gm13716,0.73726234,2.45E-29,6.40E-28
Rasl11a,-0.722859224,2.34E-29,6.14E-28
Cldn5,0.531133065,1.78E-29,4.72E-28
Lrrk1,0.744440364,2.62E-29,6.81E-28
Gm42303,-0.613575286,2.83E-29,7.33E-28
H3f3b,0.330046419,1.95E-29,5.14E-28
Tmem198b,0.457240087,2.80E-29,7.26E-28
Duxbl1,1.02975585,2.40E-29,6.30E-28
Syn3,0.763471846,2.98E-29,7.68E-28
Srebf1,0.57696036,2.48E-29,6.47E-28
Ipmk,-0.26764881,2.57E-29,6.71E-28
Phospho2,-0.291047013,2.73E-29,7.09E-28
Dhrs1,0.522462348,2.71E-29,7.05E-28
Mysm1,0.380291411,2.99E-29,7.69E-28
Htra3,0.581134796,4.04E-29,1.03E-27
Slc25a25,-0.262431425,2.93E-29,7.57E-28
Dcun1d2,-0.203204175,3.04E-29,7.83E-28
Map6d1,-0.276508904,3.05E-29,7.83E-28
Asap3,0.728742367,4.66E-29,1.18E-27
Unc13d,0.957555044,5.21E-29,1.32E-27
Taf7,-0.304020976,4.38E-29,1.11E-27
Grk2,-0.243462349,3.55E-29,9.11E-28
Sat1,0.462765304,3.96E-29,1.01E-27
Sst,-0.431772357,3.80E-29,9.74E-28
Rbm12b1,-0.50912352,5.61E-29,1.40E-27
Birc3,0.676931502,6.19E-29,1.54E-27
B3gnt7,0.684692733,6.10E-29,1.52E-27
Elavl2,-0.495744903,4.08E-29,1.04E-27
2810455O05Rik,0.334943257,5.46E-29,1.37E-27
Rspry1,-0.174440423,4.54E-29,1.15E-27
Tmem50b,-0.253757461,4.40E-29,1.12E-27
Ctsh,0.727315058,5.36E-29,1.35E-27
Angpt1,0.601124112,5.36E-29,1.35E-27
Kcnj16,-0.374676507,4.72E-29,1.20E-27
Camkv,-0.356753034,4.97E-29,1.26E-27
Prkcz,-0.193476723,5.28E-29,1.33E-27
Slc29a2,-0.288391882,6.68E-29,1.66E-27
Fkbp7,0.560838106,8.40E-29,2.06E-27
Bhlhe40,-0.376149767,5.60E-29,1.40E-27
Heca,-0.267854943,6.19E-29,1.54E-27
Pgp,-0.262482348,6.50E-29,1.62E-27
Ubqln4,-0.243917648,6.68E-29,1.66E-27
Nuak1,-0.333624058,6.74E-29,1.67E-27
Fubp3,0.267762851,7.42E-29,1.83E-27
Gpat4,-0.152865153,7.05E-29,1.74E-27
Eps8,-0.268092842,7.48E-29,1.85E-27
Vps37b,0.566024581,8.79E-29,2.15E-27
Gdpd5,0.468073936,8.78E-29,2.15E-27
Apcdd1,0.369128182,7.86E-29,1.94E-27
Fgl2,1.162048062,1.14E-28,2.76E-27
Scn4b,-0.707512684,9.11E-29,2.22E-27
Septin6,-0.384883769,8.35E-29,2.05E-27
Galnt16,-0.3098825,8.41E-29,2.06E-27
Parp9,0.600748087,1.34E-28,3.22E-27
Plcb3,0.385816623,1.07E-28,2.59E-27
Zmiz1,0.530237388,9.75E-29,2.38E-27
Kctd1,-0.331501456,1.01E-28,2.46E-27
Ddah2,0.539089006,1.29E-28,3.10E-27
Mgst1,0.677725097,1.27E-28,3.06E-27
Cys1,-0.793152585,1.34E-28,3.21E-27
Armcx2,-0.166188827,1.06E-28,2.58E-27
Lcmt2,0.406277648,1.50E-28,3.60E-27
Cntnap1,-0.471495618,1.15E-28,2.78E-27
Rimbp2,0.438176652,1.14E-28,2.76E-27
Rerg,-0.782413497,1.24E-28,3.00E-27
Zfp217,0.411109426,1.71E-28,4.06E-27
1110002E22Rik,0.815761151,1.94E-28,4.56E-27
Abi3bp,1.064914057,1.95E-28,4.57E-27
Rasa4,0.762839207,2.15E-28,5.03E-27
Ccdc117,-0.518470973,1.53E-28,3.66E-27
S1pr3,1.334415874,1.71E-28,4.06E-27
Dlx1,-0.439224442,1.83E-28,4.32E-27
Dhx32,0.172435362,1.54E-28,3.66E-27
Tfg,-0.196373274,1.48E-28,3.55E-27
Gsdmd,0.772379211,2.36E-28,5.51E-27
Tafa1,-0.71016164,1.51E-28,3.62E-27
Gprc5b,0.383482885,1.54E-28,3.67E-27
Il15ra,0.487579534,2.44E-28,5.67E-27
Usp31,-0.413930574,1.57E-28,3.74E-27
Col4a2,0.453455379,1.68E-28,3.98E-27
Neurl1b,-0.48495494,1.76E-28,4.16E-27
Espl1,0.669095429,2.75E-28,6.35E-27
Nxpe4,0.439283458,2.43E-28,5.65E-27
Pacsin1,-0.312802163,1.85E-28,4.36E-27
Txlnb,1.104034711,2.91E-28,6.69E-27
Exoc6b,-0.377579496,1.94E-28,4.56E-27
Parp4,0.444240116,2.64E-28,6.12E-27
Zbtb16,-0.541504719,2.11E-28,4.95E-27
Cd180,1.296903099,3.29E-28,7.55E-27
Runx1t1,-0.563850131,2.32E-28,5.42E-27
Arhgap39,-0.365980214,2.37E-28,5.53E-27
Tsku,0.710456799,3.84E-28,8.76E-27
Fam163b,0.756939757,2.46E-28,5.72E-27
Fbln2,0.797148605,3.44E-28,7.88E-27
Slc20a1,0.32530143,2.51E-28,5.82E-27
Wipf2,-0.329213037,2.52E-28,5.84E-27
Mphosph10,-0.317324498,2.84E-28,6.53E-27
Cyp1b1,0.949658881,3.48E-28,7.97E-27
Dnajb4,-0.286444899,2.76E-28,6.36E-27
Edaradd,-0.985249583,3.71E-28,8.46E-27
Stk4,-0.240666284,3.07E-28,7.05E-27
Ptcd1,-0.270340587,3.52E-28,8.05E-27
Fermt1,-1.45591222,4.68E-28,1.06E-26
Stard8,0.409574236,3.96E-28,8.99E-27
Crispld2,1.3778211,4.87E-28,1.09E-26
Kif17,0.574900075,4.06E-28,9.21E-27
Igsf3,0.518093198,4.25E-28,9.61E-27
Lamc3,0.762041707,4.85E-28,1.09E-26
Ctdspl,-0.311053345,4.16E-28,9.44E-27
Hspa5,-0.671204659,3.88E-28,8.83E-27
Mknk1,0.287390124,4.24E-28,9.61E-27
Mamdc2,0.640091016,5.13E-28,1.14E-26
Axl,0.439923686,4.38E-28,9.88E-27
Pip4k2c,-0.367530031,4.37E-28,9.88E-27
Plau,0.977956083,7.14E-28,1.57E-26
Lypd1,-0.598204975,4.73E-28,1.06E-26
Mfap3,-0.286984601,5.05E-28,1.13E-26
Pou3f3,-0.249939309,4.73E-28,1.06E-26
Tex10,-0.268367464,5.33E-28,1.19E-26
St14,1.621974856,6.93E-28,1.53E-26
Il1rl2,1.081948058,7.37E-28,1.62E-26
Ngef,-0.277349868,5.11E-28,1.14E-26
Jdp2,-0.385798325,6.01E-28,1.34E-26
Gucy2g,0.634799934,8.25E-28,1.81E-26
Dock8,0.533466458,7.52E-28,1.65E-26
Cables1,-0.532528417,6.82E-28,1.51E-26
Mre11a,0.326934446,7.07E-28,1.56E-26
Trmt1l,-0.288909149,6.36E-28,1.41E-26
Fbln5,1.11733785,8.27E-28,1.81E-26
Iqck,0.484132952,9.44E-28,2.06E-26
Neto2,-0.440661178,6.37E-28,1.41E-26
Srsf10,-0.355462312,7.11E-28,1.57E-26
Edc3,-0.17583181,7.50E-28,1.65E-26
Nckipsd,-0.269424207,7.14E-28,1.57E-26
Dbh,1.486653309,1.08E-27,2.34E-26
Tuba4a,-0.274822952,8.35E-28,1.83E-26
F2r,0.334634079,1.05E-27,2.28E-26
Gpr161,-0.581633162,9.26E-28,2.02E-26
Dusp18,0.308578233,9.60E-28,2.09E-26
Styxl2,1.261086958,1.46E-27,3.14E-26
Gm26660,0.685681738,1.58E-27,3.39E-26
Igsf9,0.672057448,1.60E-27,3.43E-26
Slc37a1,0.544666717,1.57E-27,3.38E-26
Col18a1,1.08111307,1.41E-27,3.05E-26
1700123O20Rik,-0.262911427,1.24E-27,2.68E-26
Svil,0.519743494,1.43E-27,3.09E-26
Sdc2,0.395734883,1.13E-27,2.46E-26
Synj2bp,-0.246071457,1.20E-27,2.60E-26
Gm57223,-0.637716555,1.93E-27,4.12E-26
Apobec1,1.065299445,1.99E-27,4.23E-26
Arhgap11a,0.40564215,1.98E-27,4.21E-26
Tmem130,-0.315542438,1.34E-27,2.90E-26
Cdr2l,-0.317642107,1.54E-27,3.30E-26
Cav2,0.573240064,1.52E-27,3.27E-26
Dnaja1,-0.303627315,1.62E-27,3.45E-26
Trmt44,-0.412170903,2.39E-27,5.05E-26
Nat8l,-0.264928206,1.63E-27,3.48E-26
Cc2d1b,0.338924938,2.06E-27,4.36E-26
Slc13a3,0.874255679,2.01E-27,4.27E-26
Dok4,-0.406903089,2.28E-27,4.82E-26
Vmac,0.385566173,2.46E-27,5.18E-26
Celsr1,0.561585033,2.40E-27,5.07E-26
Tfcp2l1,0.830260333,2.82E-27,5.88E-26
Vamp5,0.723965437,3.20E-27,6.60E-26
Kcns3,-0.363715938,2.55E-27,5.34E-26
Abracl,-0.483581965,2.55E-27,5.34E-26
Nupr1,1.204824399,3.25E-27,6.69E-26
Igsf6,1.241879408,3.18E-27,6.57E-26
Tbc1d30,-0.379665848,2.24E-27,4.76E-26
Stip1,-0.319203221,2.29E-27,4.84E-26
Ccdc88b,0.611370605,3.41E-27,7.01E-26
Stc1,-0.867509425,3.44E-27,7.07E-26
Cadps2,-0.374471924,2.41E-27,5.08E-26
Ppp1cc,-0.302566219,2.44E-27,5.13E-26
Stmp1,0.301671328,2.80E-27,5.84E-26
Grk3,-0.300576744,2.51E-27,5.27E-26
Kcnip2,-0.440825436,2.54E-27,5.33E-26
Rcn3,0.622565825,3.61E-27,7.38E-26
Necab3,0.600183571,3.01E-27,6.23E-26
Galnt9,-0.389345661,2.78E-27,5.81E-26
Rasl11b,-0.413532049,2.88E-27,5.98E-26
Tceanc,0.489167548,4.60E-27,9.30E-26
Cerk,-0.233328921,2.88E-27,5.98E-26
Jph4,-0.400750377,2.94E-27,6.10E-26
Dcaf6,-0.210258344,2.89E-27,6.00E-26
Usp21,-0.242656043,3.17E-27,6.56E-26
Dnaja4,-0.32187283,3.18E-27,6.57E-26
Aqp11,-0.490078827,3.47E-27,7.11E-26
Mal2,-0.318675898,3.27E-27,6.73E-26
Scin,-1.642309407,4.82E-27,9.73E-26
Glrx3,-0.237693154,3.50E-27,7.16E-26
Hmgcs2,0.84891675,4.36E-27,8.84E-26
Mex3a,0.510325284,5.23E-27,1.05E-25
Rnf34,-0.179644268,3.94E-27,8.05E-26
Xpr1,0.419144748,4.07E-27,8.30E-26
Mki67,0.789158529,6.46E-27,1.28E-25
Acp3,1.606462781,5.66E-27,1.13E-25
Tmem41b,-0.244527438,4.30E-27,8.71E-26
Sacm1l,-0.274391384,4.24E-27,8.63E-26
Cntnap2,-0.511813185,4.20E-27,8.56E-26
Tub,-0.353194425,4.26E-27,8.66E-26
Tmem151b,-0.391878816,4.27E-27,8.66E-26
Mrc2,1.174147444,6.11E-27,1.22E-25
Elf1,0.411551294,5.66E-27,1.13E-25
Eif2d,0.253108408,4.93E-27,9.92E-26
Rfxap,-0.202618339,4.88E-27,9.84E-26
Tcaf2,1.013282772,7.96E-27,1.56E-25
Ipo9,-0.237390197,4.89E-27,9.85E-26
Cand2,0.467415517,7.05E-27,1.39E-25
Lmna,0.321091444,5.41E-27,1.08E-25
Kcnt2,-0.511844915,5.43E-27,1.09E-25
Dkk2,1.373206583,7.78E-27,1.53E-25
Pla2g7,0.543291042,5.21E-27,1.05E-25
Rhobtb2,-0.244299197,5.22E-27,1.05E-25
Jrk,0.337766798,6.54E-27,1.30E-25
Mllt1,-0.293454699,5.45E-27,1.09E-25
Gm14569,0.800799244,9.01E-27,1.76E-25
B4galt3,-0.239804791,6.30E-27,1.25E-25
Slc11a1,1.357472484,9.13E-27,1.78E-25
Rab3a,-0.233712776,5.98E-27,1.19E-25
Tmt1a,-0.32846378,6.57E-27,1.30E-25
Gm43327,0.834634212,9.84E-27,1.91E-25
Cstad,0.72664932,1.02E-26,1.97E-25
Lyz2,2.098523748,8.01E-27,1.57E-25
Maged1,-0.167044677,6.76E-27,1.34E-25
Umps,-0.222490327,7.40E-27,1.45E-25
Ube2q2,-0.22353409,6.76E-27,1.34E-25
Slco5a1,0.602584651,1.09E-26,2.10E-25
Snhg18,0.593723749,1.11E-26,2.14E-25
Maoa,0.270028393,7.02E-27,1.39E-25
Kcng2,-0.447552266,7.71E-27,1.51E-25
Trmt9b,-0.376503857,9.04E-27,1.76E-25
Vtn,0.691858972,7.11E-27,1.40E-25
Cnn3,0.602145277,7.27E-27,1.43E-25
Adcy7,0.68102847,1.12E-26,2.16E-25
Pik3r6,0.938804754,1.21E-26,2.32E-25
Mdfi,1.822321443,1.07E-26,2.07E-25
Isca1,-0.208808584,8.18E-27,1.60E-25
I830077J02Rik,0.904982239,1.36E-26,2.60E-25
Naglu,0.601590344,1.09E-26,2.11E-25
Foxd1,1.273774224,1.38E-26,2.64E-25
Psmb8,0.93194786,1.41E-26,2.68E-25
Spata6,0.632393225,1.34E-26,2.57E-25
Gsn,0.528401904,9.11E-27,1.77E-25
Fam83h,0.666079759,1.60E-26,3.02E-25
Fmo5,0.506207187,1.45E-26,2.77E-25
Itk,0.834090817,1.64E-26,3.10E-25
Exoc7,0.226980328,1.06E-26,2.06E-25
Lrrc20,-0.313105775,1.12E-26,2.15E-25
Rbm12b2,-0.419286887,1.40E-26,2.67E-25
Zap70,-0.69915566,1.74E-26,3.27E-25
Trim47,0.779684903,1.75E-26,3.30E-25
Gna13,0.268847914,1.13E-26,2.18E-25
Zfp521,0.459459184,1.50E-26,2.85E-25
Traf3,-0.408104139,1.30E-26,2.50E-25
Pi16,1.316867945,2.00E-26,3.74E-25
H1f2,0.72166315,1.54E-26,2.90E-25
Gm50048,0.689502901,2.29E-26,4.24E-25
Pdia6,-0.485094959,1.40E-26,2.67E-25
Diaph1,-0.222416864,1.40E-26,2.67E-25
Spty2d1,-0.326535113,1.52E-26,2.88E-25
Hcrtr2,-0.43191234,2.19E-26,4.07E-25
Eif1b,-0.271761417,1.51E-26,2.87E-25
Grm2,0.739281217,1.53E-26,2.89E-25
Cercam,0.540416905,2.38E-26,4.41E-25
Hps1,0.673318377,2.33E-26,4.32E-25
Mpeg1,1.46395449,1.72E-26,3.25E-25
Krt2,1.042737911,2.17E-26,4.05E-25
Olfml3,0.708697321,1.83E-26,3.44E-25
Hs6st2,-0.429454345,1.84E-26,3.45E-25
Dock7,0.348247332,1.87E-26,3.50E-25
Chrm3,-0.622615017,1.84E-26,3.45E-25
Mir9-3hg,0.482877053,2.22E-26,4.13E-25
Pknox2,-0.323444966,1.97E-26,3.68E-25
Tent5a,-0.717868891,2.64E-26,4.87E-25
Gfm1,-0.190550036,1.98E-26,3.71E-25
Tlr9,0.84577425,3.32E-26,6.03E-25
Slc39a8,0.407382354,2.87E-26,5.26E-25
Lmcd1,0.543185299,2.93E-26,5.36E-25
Gnas,-0.214681982,2.22E-26,4.12E-25
Fbxo33,-0.280719997,2.18E-26,4.05E-25
Chrm2,-0.537189919,2.76E-26,5.08E-25
Slc25a45,0.529087617,3.63E-26,6.56E-25
Rwdd4a,-0.167486276,2.46E-26,4.55E-25
Padi2,0.696236763,2.40E-26,4.45E-25
Myzap,1.491373597,3.93E-26,7.08E-25
Kif7,0.484028638,4.10E-26,7.37E-25
Lag3,1.552386305,3.53E-26,6.39E-25
Vamp2,-0.225782095,2.66E-26,4.90E-25
Adamtsl4,0.612938207,3.48E-26,6.32E-25
Sstr3,-0.529050721,2.77E-26,5.09E-25
Tln1,0.368665677,2.70E-26,4.96E-25
Pcdhgc3,0.330922487,2.79E-26,5.12E-25
Hmox1,0.599458835,3.78E-26,6.81E-25
Man2b1,0.731717593,2.95E-26,5.38E-25
Gdpd2,0.720579261,4.18E-26,7.48E-25
Iqgap1,0.445284843,3.06E-26,5.58E-25
Trerf1,-0.340192466,3.01E-26,5.49E-25
Ddx60,1.077490151,4.47E-26,7.96E-25
Creb3l1,0.631164111,4.16E-26,7.44E-25
Mast2,-0.282016319,2.89E-26,5.30E-25
Vamp1,-0.299488267,2.92E-26,5.33E-25
Cd300c2,1.023871472,4.96E-26,8.76E-25
Far2,-0.314307975,3.66E-26,6.60E-25
Zfp687,0.265462913,3.52E-26,6.39E-25
Apobec3,0.57319506,5.52E-26,9.71E-25
Dab1,-0.240970383,3.43E-26,6.23E-25
Spsb1,0.683816045,3.98E-26,7.16E-25
Dio2,-0.640846194,3.45E-26,6.26E-25
Igfbp5,0.667334377,3.55E-26,6.41E-25
Hpgds,0.59370424,5.07E-26,8.94E-25
Egfl6,-0.647151216,5.84E-26,1.02E-24
Fyb1,0.784210237,5.76E-26,1.01E-24
Glis3,0.625336873,4.53E-26,8.06E-25
Ifngr1,0.313050729,4.36E-26,7.78E-25
Niban1,0.520558758,5.69E-26,9.98E-25
Pop5,-0.320932738,4.10E-26,7.37E-25
Aox3,1.312848505,6.70E-26,1.17E-24
Socs5,-0.168381463,4.12E-26,7.39E-25
Klhl29,-0.358133969,4.21E-26,7.52E-25
Emid1,0.853883767,6.50E-26,1.14E-24
Ncbp2,-0.172054113,4.36E-26,7.78E-25
Eif4ebp2,-0.237997963,4.50E-26,8.02E-25
Klhl6,0.853134045,7.45E-26,1.29E-24
Fbxl19,-0.321176028,4.67E-26,8.28E-25
Cdc5l,-0.174358966,4.65E-26,8.25E-25
Prmt5,-0.167344524,4.77E-26,8.45E-25
Cacng2,-0.355348884,4.78E-26,8.45E-25
Ppm1f,-0.223691765,4.74E-26,8.41E-25
Ncam2,0.4634017,4.94E-26,8.72E-25
Grid1,-0.262023028,5.10E-26,8.98E-25
Nap1l5,-0.284766518,5.28E-26,9.29E-25
Meis2,-0.398292913,5.58E-26,9.80E-25
Agrn,0.271176177,5.69E-26,9.98E-25
Mtmr11,0.552965812,9.10E-26,1.57E-24
C4a,1.772793075,9.84E-26,1.68E-24
Tead3,0.600446584,9.77E-26,1.67E-24
Gpt2,-0.299223713,6.08E-26,1.06E-24
Ints12,-0.23755415,7.48E-26,1.30E-24
Renbp,0.735244818,1.00E-25,1.71E-24
Tspan18,-0.492236675,7.19E-26,1.25E-24
Cabp1,-0.483010175,6.84E-26,1.19E-24
Slc35d2,0.860949415,1.06E-25,1.81E-24
Cd68,1.258069797,9.27E-26,1.60E-24
Spata2l,-0.275586618,7.55E-26,1.31E-24
Timm17a,-0.147962338,7.35E-26,1.28E-24
Sardh,0.533127555,8.91E-26,1.54E-24
Ctss,0.837369503,8.06E-26,1.40E-24
Zfhx2,-0.489506239,8.35E-26,1.44E-24
Ccdc102a,0.612478835,1.39E-25,2.32E-24
Rin3,0.823706603,1.30E-25,2.19E-24
Grp,1.086028868,1.02E-25,1.74E-24
Dpysl4,0.310087935,9.25E-26,1.59E-24
Hspa1a,-1.099389282,1.43E-25,2.40E-24
Sik1,-0.682833594,1.13E-25,1.91E-24
Rbm18,-0.205525942,9.15E-26,1.58E-24
Dr1,-0.276957033,9.31E-26,1.60E-24
Gm12966,0.68331614,1.28E-25,2.16E-24
Paqr8,-0.283061724,9.41E-26,1.62E-24
Elmod1,-0.289003772,9.57E-26,1.64E-24
Mfn1,-0.174713717,9.60E-26,1.65E-24
Mms22l,0.643413363,1.62E-25,2.69E-24
Dusp22,-0.175620212,1.07E-25,1.81E-24
Med9,-0.212412343,1.02E-25,1.74E-24
Golga7b,-0.256976225,9.81E-26,1.68E-24
Sox4,0.326120606,1.06E-25,1.80E-24
E430018J23Rik,0.302768773,1.49E-25,2.50E-24
Cry2,-0.235505162,1.04E-25,1.76E-24
Rnf6,-0.232213243,1.05E-25,1.78E-24
Chrna5,-0.567934437,1.57E-25,2.62E-24
Emsy,-0.247884883,1.07E-25,1.81E-24
Pgr15l,1.682052948,1.71E-25,2.83E-24
Kcnd1,0.286125328,1.38E-25,2.32E-24
Pitpna,-0.155057582,1.20E-25,2.02E-24
Spata2,-0.226945381,1.21E-25,2.04E-24
Bag5,-0.218524721,1.25E-25,2.11E-24
Lmo1,-0.564050659,1.37E-25,2.31E-24
Rxra,-0.305508884,1.34E-25,2.25E-24
Filip1,0.60508299,1.59E-25,2.65E-24
Bloc1s5,0.310399769,1.53E-25,2.55E-24
Abhd4,0.389422114,1.42E-25,2.38E-24
Tram2,0.655122088,2.44E-25,4.00E-24
Pck2,-0.442418376,1.60E-25,2.67E-24
Rmdn3,-0.235481065,1.54E-25,2.57E-24
Slc2a3,-0.240440483,1.66E-25,2.76E-24
Lrrc32,0.884768678,2.76E-25,4.51E-24
Dusp9,1.075796928,2.57E-25,4.21E-24
Pcdh7,0.39114214,1.76E-25,2.92E-24
Gsg1l,0.788102841,1.87E-25,3.10E-24
Hspb6,1.07948734,2.63E-25,4.31E-24
Flna,0.571851597,1.85E-25,3.06E-24
Ugcg,-0.250491275,1.84E-25,3.05E-24
Chrna3,-0.694008359,3.19E-25,5.15E-24
Gm32224,1.13532973,2.80E-25,4.57E-24
Ubash3a,-1.529369694,2.82E-25,4.60E-24
Ptgfrn,0.594702008,2.15E-25,3.55E-24
Ncoa5,-0.244215731,2.11E-25,3.49E-24
Cog2,0.205284284,2.30E-25,3.78E-24
Mknk2,-0.267428105,2.32E-25,3.83E-24
Lum,0.841484485,2.98E-25,4.84E-24
Tpcn2,0.632094033,4.06E-25,6.47E-24
